Auto.,STATE,CITY,ICAO,IATA,Fixed Base Operator,,FROM,TO,PRICE,EFF DATE,PREAUTH,FBO FAX,FBO WEBSITE,AGENT FOT,AVFUEL CONTACT INFO,AVFUEL CF PHONE,AVFUEL WEBSITE,PRODUCT,NOTES,SUB-ACCOUNT,TAIL NUMBER
No,FL,West Palm Beach,KPBI,PBI,"Signature - PBI",,"1","500",6.0073 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,FL,West Palm Beach,KPBI,PBI,"Signature - PBI",,"501","1200",5.7673 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,FL,West Palm Beach,KPBI,PBI,"Signature - PBI",,"1201","999999",5.6973 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,FL,Punta Gorda,KPGD,PGD,"  Charlotte County Airport Authority",,"1","500",6.4127 ,3/10/2026,F,9416394792,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Punta Gorda,KPGD,PGD,"  Charlotte County Airport Authority",,"501","1000",6.3127 ,3/10/2026,F,9416394792,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Punta Gorda,KPGD,PGD,"  Charlotte County Airport Authority",,"1001","99999",6.2127 ,3/10/2026,F,9416394792,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Clearwater,KPIE,PIE,"Sheltair Aviation - PIE",,"1","500",6.6689 ,3/10/2026,T,7275354372,www.sheltairaviation.com/fbos/stpetersburg,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Clearwater,KPIE,PIE,"Sheltair Aviation - PIE",,"501","1000",6.5689 ,3/10/2026,T,7275354372,www.sheltairaviation.com/fbos/stpetersburg,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Clearwater,KPIE,PIE,"Sheltair Aviation - PIE",,"1001","1500",6.3689 ,3/10/2026,T,7275354372,www.sheltairaviation.com/fbos/stpetersburg,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Clearwater,KPIE,PIE,"Sheltair Aviation - PIE",,"1501","2000",6.2689 ,3/10/2026,T,7275354372,www.sheltairaviation.com/fbos/stpetersburg,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Clearwater,KPIE,PIE,"Sheltair Aviation - PIE",,"2001","2500",6.1689 ,3/10/2026,T,7275354372,www.sheltairaviation.com/fbos/stpetersburg,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Clearwater,KPIE,PIE,"Sheltair Aviation - PIE",,"2501","99999",5.9689 ,3/10/2026,T,7275354372,www.sheltairaviation.com/fbos/stpetersburg,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Pensacola,KPNS,PNS,"Pensacola Aviation Center",,"1","99999",6.9527 ,3/10/2026,T,8504720391,www.pensacolaaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Pompano Beach,KPMP,PPM,"Sheltair Aviation - PMP",,"1","300",6.3501 ,3/10/2026,T,9549430829,www.sheltairaviation.com/fbos/pompanobeachfbos,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Pompano Beach,KPMP,PPM,"Sheltair Aviation - PMP",,"301","600",6.2501 ,3/10/2026,T,9549430829,www.sheltairaviation.com/fbos/pompanobeachfbos,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Pompano Beach,KPMP,PPM,"Sheltair Aviation - PMP",,"601","1000",6.1501 ,3/10/2026,T,9549430829,www.sheltairaviation.com/fbos/pompanobeachfbos,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Pompano Beach,KPMP,PPM,"Sheltair Aviation - PMP",,"1001","99999",6.0501 ,3/10/2026,T,9549430829,www.sheltairaviation.com/fbos/pompanobeachfbos,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sebring,KSEF,SEF,"Sebring Flight-Volo Aviation",,"1","349",5.9692 ,3/3/2026,T,8636556468,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sebring,KSEF,SEF,"Sebring Flight-Volo Aviation",,"350","749",5.9192 ,3/3/2026,T,8636556468,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sebring,KSEF,SEF,"Sebring Flight-Volo Aviation",,"750","99999",5.8692 ,3/3/2026,T,8636556468,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,St Petersburg,KSPG,SPG,"Sheltair Aviation - SPG",,"1","99999",6.6840 ,3/10/2026,T,7278242882,www.sheltairaviation.com/fbos/albertwhittedairport,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Atlantic Aviation - SRQ",,"1","200",7.1140 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Atlantic Aviation - SRQ",,"201","400",6.9140 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Atlantic Aviation - SRQ",,"401","600",6.7140 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Atlantic Aviation - SRQ",,"601","800",6.5140 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Atlantic Aviation - SRQ",,"801","1000",6.3140 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Atlantic Aviation - SRQ",,"1001","99999",6.1140 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Sarasota,KSRQ,SRQ,"Sheltair Aviation - SRQ",,"1","99999",5.5848 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,FL,Stuart,KSUA,SUA,"APP JetCenter - SUA",,"1","200",6.6877 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"APP JetCenter - SUA",,"201","500",6.4377 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"APP JetCenter - SUA",,"501","1000",6.1877 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"APP JetCenter - SUA",,"1001","99999",6.1377 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"1","200",6.6703 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"201","400",6.5603 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"401","600",6.4603 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"601","800",6.3503 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"801","1000",6.2403 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"1001","2500",6.1303 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"2501","5000",6.0803 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Stuart,KSUA,SUA,"Atlantic Aviation - SUA",,"5001","99999",6.0203 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Tallahassee,KTLH,TLH,"Aero Center Tallahassee",,"1","99999",5.6920 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Tallahassee,KTLH,TLH,"Million Air - TLH.",,"1","250",6.1900 ,3/3/2026,F,8505768473,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Tallahassee,KTLH,TLH,"Million Air - TLH.",,"251","500",5.9900 ,3/3/2026,F,8505768473,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Tallahassee,KTLH,TLH,"Million Air - TLH.",,"501","99999",5.7900 ,3/3/2026,F,8505768473,www.millionair.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Miami,KTMB,TMB,"International Flight Center  Inc.",,"1","500",5.6830 ,3/10/2026,T,3052380464,www.ifcmiami.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,FL,Miami,KTMB,TMB,"International Flight Center  Inc.",,"501","1000",5.6330 ,3/10/2026,T,3052380464,www.ifcmiami.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,FL,Miami,KTMB,TMB,"International Flight Center  Inc.",,"1001","99999",5.5830 ,3/10/2026,T,3052380464,www.ifcmiami.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,FL,Miami,KTMB,TMB,"Signature - TMB",,"1","500",5.2584 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,FL,Miami,KTMB,TMB,"Signature - TMB",,"501","1200",5.1584 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,FL,Miami,KTMB,TMB,"Signature - TMB",,"1201","99999",4.9784 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,FL,Tampa,KTPA,TPA,"Sheltair Aviation - TPA",,"1","99999",5.7379 ,3/10/2026,T,8133198080,http://www.sheltairaviation.com/fbos/tampa,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,**PLEASE CONTACT AVFUEL TO VERIFY COMMERCIAL/CARGO RATES.**  ,,
Yes,FL,Tampa,KTPA,TPA,"Signature Aviation - TPA",,"1","300",6.4564 ,3/4/2026,F,8138764826,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,FL,Tampa,KTPA,TPA,"Signature Aviation - TPA",,"301","1200",6.1064 ,3/4/2026,F,8138764826,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,FL,Tampa,KTPA,TPA,"Signature Aviation - TPA",,"1201","99999",5.7064 ,3/4/2026,F,8138764826,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,FL,St. Augustine,KSGJ,UST,"Atlantic Aviation - SGJ",,"1","200",8.9121 ,3/10/2026,T,9048244509,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,St. Augustine,KSGJ,UST,"Atlantic Aviation - SGJ",,"201","400",8.8521 ,3/10/2026,T,9048244509,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,St. Augustine,KSGJ,UST,"Atlantic Aviation - SGJ",,"401","600",8.7821 ,3/10/2026,T,9048244509,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,St. Augustine,KSGJ,UST,"Atlantic Aviation - SGJ",,"601","800",8.7221 ,3/10/2026,T,9048244509,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,St. Augustine,KSGJ,UST,"Atlantic Aviation - SGJ",,"801","1000",8.6521 ,3/10/2026,T,9048244509,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,St. Augustine,KSGJ,UST,"Atlantic Aviation - SGJ",,"1001","99999",8.5921 ,3/10/2026,T,9048244509,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Tampa,KVDF,VDF,"Skyport Holdings Tampa LLC",,"1","500",6.0320 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Tampa,KVDF,VDF,"Skyport Holdings Tampa LLC",,"501","1000",5.9320 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Tampa,KVDF,VDF,"Skyport Holdings Tampa LLC",,"1001","99999",5.8320 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Jacksonville,KVQQ,VQQ,"Jacksonville JetPort",,"1","499",6.4812 ,3/10/2026,F,9047789668,www.jaxjetport.aero,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Jacksonville,KVQQ,VQQ,"Jacksonville JetPort",,"500","999",6.3812 ,3/10/2026,F,9047789668,www.jaxjetport.aero,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Jacksonville,KVQQ,VQQ,"Jacksonville JetPort",,"1000","99999",6.2812 ,3/10/2026,F,9047789668,www.jaxjetport.aero,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,FL,Vero Beach,KVRB,VRB,"Corporate Air - VRB",,"1","99999",5.7535 ,3/10/2026,F,7725639500,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,FL,Vero Beach,KVRB,VRB,"Sun Jet Center - VRB",,"1","99999",5.8031 ,3/10/2026,T,7725692489,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,(Fly Louie Alliance),,
No,GA,Augusta,KAGS,AGS,"Augusta Regional Airport",,"1","250",5.4532 ,2/24/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prior Authorization Required,,
No,GA,Augusta,KAGS,AGS,"Augusta Regional Airport",,"251","500",5.4532 ,2/24/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prior Authorization Required,,
No,GA,Augusta,KAGS,AGS,"Augusta Regional Airport",,"501","750",5.3522 ,2/24/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prior Authorization Required,,
No,GA,Augusta,KAGS,AGS,"Augusta Regional Airport",,"751","1000",5.3522 ,2/24/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prior Authorization Required,,
No,GA,Augusta,KAGS,AGS,"Augusta Regional Airport",,"1001","99999",5.3522 ,2/24/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prior Authorization Required,,
No,GA,Brunswick,KBQK,BQK,"Glynco Manning Aviation  Inc.",,"1","300",7.2559 ,3/10/2026,T,9122679585,https://manningaviation.com/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KBQK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***  ,,
No,GA,Brunswick,KBQK,BQK,"Glynco Manning Aviation  Inc.",,"301","500",7.1549 ,3/10/2026,T,9122679585,https://manningaviation.com/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KBQK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***  ,,
No,GA,Brunswick,KBQK,BQK,"Glynco Manning Aviation  Inc.",,"501","800",7.0539 ,3/10/2026,T,9122679585,https://manningaviation.com/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KBQK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***  ,,
No,GA,Brunswick,KBQK,BQK,"Glynco Manning Aviation  Inc.",,"801","1000",7.0034 ,3/10/2026,T,9122679585,https://manningaviation.com/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KBQK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***  ,,
No,GA,Brunswick,KBQK,BQK,"Glynco Manning Aviation  Inc.",,"1001","99999",6.9529 ,3/10/2026,T,9122679585,https://manningaviation.com/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,***PRICES AT KBQK CHANGE DAILY AND ARE VALID UNTIL MIDNIGHT  24:00 EST.***  ,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"1","149",6.7561 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"150","349",6.6955 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"350","499",6.6349 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"500","749",6.5541 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"750","999",6.4834 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"1000","1499",6.4329 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,GA,Columbus,KCSG,CSG,"Flightways Columbus",,"1500","99999",6.4127 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
Yes,GA,Atlanta,KFTY,FTY,"Hill Aircraft & Leasing",,"1","350",6.0392 ,3/3/2026,F,4046911446,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Atlanta,KFTY,FTY,"Hill Aircraft & Leasing",,"351","750",5.9882 ,3/3/2026,F,4046911446,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Atlanta,KFTY,FTY,"Hill Aircraft & Leasing",,"751","99999",5.8046 ,3/3/2026,F,4046911446,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KFTY,FTY,"Signature Aviation - FTY",,"1","300",5.8899 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,GA,Atlanta,KFTY,FTY,"Signature Aviation - FTY",,"301","1200",5.6349 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,GA,Atlanta,KFTY,FTY,"Signature Aviation - FTY",,"1201","99999",5.4309 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,GA,Lawrenceville,KLZU,LZU,"Sheltair Aviation - LZU",,"1","500",5.7339 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Lawrenceville,KLZU,LZU,"Sheltair Aviation - LZU",,"501","1000",5.6339 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Lawrenceville,KLZU,LZU,"Sheltair Aviation - LZU",,"1001","2000",5.5839 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Lawrenceville,KLZU,LZU,"Sheltair Aviation - LZU",,"2001","99999",5.4839 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Aero Center Epps Atlanta",,"1","99999",6.6256 ,3/10/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"1","200",5.9378 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"201","400",5.6550 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"401","600",5.3621 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"601","2500",5.0793 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"2501","5000",4.8470 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"5001","7500",4.6147 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Atlanta,KPDK,PDK,"Atlantic Aviation - PDK",,"7501","99999",4.3824 ,3/4/2026,T,7704545021,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"1","300",8.0385 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"301","400",7.9885 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"401","500",7.9385 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"501","600",7.8385 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"601","700",7.6385 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"701","800",7.4885 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"801","1000",7.2385 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,GA,Kennesaw,KRYY,RYY,"Ascension FBO",,"1001","99999",6.9885 ,3/10/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,GA,Savannah,KSAV,SAV,"Sheltair Aviation - SAV",,"1","99999",6.0751 ,3/10/2026,T,9129630009,http://www.sheltairaviation.com/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,GA,Savannah,KSAV,SAV,"Signature Aviation - SAV",,"1","300",6.0239 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,GA,Savannah,KSAV,SAV,"Signature Aviation - SAV",,"301","1200",5.9229 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,GA,Savannah,KSAV,SAV,"Signature Aviation - SAV",,"1201","99999",5.7512 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
