"Country/State","City","ICAO","Supplier","Gal From","Gal To","Exp Date","Estimated Price","Estimated Taxes","Estimated Total Price","Pre- Arr Req","Notes"
"Illinois","ROCKFORD","KRFD","EMERY AIR INC","250","499","16-Mar-26","6.44862","0.499669375","6.94829",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Minimum Notice not Required 2) Ramps serviced: Emery Air Inc. has access to all ramps on the field 11) Additional Information: Radio Frequency: 132.0 // Services available: De-Icing, Heated Hangar Facilities, Aircraft cleaning, transportation, Customs on request, private crew shower facilities, passenger and pilot lounge *** PRIST AVAILABLE *** For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","ROCKFORD","KRFD","EMERY AIR INC","500","749","16-Mar-26","6.19862","0.499669375","6.69829",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Minimum Notice not Required 2) Ramps serviced: Emery Air Inc. has access to all ramps on the field 11) Additional Information: Radio Frequency: 132.0 // Services available: De-Icing, Heated Hangar Facilities, Aircraft cleaning, transportation, Customs on request, private crew shower facilities, passenger and pilot lounge *** PRIST AVAILABLE *** For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","ROCKFORD","KRFD","EMERY AIR INC","750","999999999","16-Mar-26","5.99862","0.499669375","6.49829",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Minimum Notice not Required 2) Ramps serviced: Emery Air Inc. has access to all ramps on the field 11) Additional Information: Radio Frequency: 132.0 // Services available: De-Icing, Heated Hangar Facilities, Aircraft cleaning, transportation, Customs on request, private crew shower facilities, passenger and pilot lounge *** PRIST AVAILABLE *** For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","SPRINGFIELD","KSPI","STELLAR AVIATION OF SPRINGFIELD","1","500","16-Mar-26","7.326795","0.522670313","7.84947",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: Own ramp 3) Operating Hours: 0500-2200L 7 Days 3) Additional Information: Prist & Avgas are available. After hours service is also available, call FBO for pricing. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","SPRINGFIELD","KSPI","STELLAR AVIATION OF SPRINGFIELD","501","1000","16-Mar-26","7.076795","0.522670313","7.59947",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: Own ramp 3) Operating Hours: 0500-2200L 7 Days 3) Additional Information: Prist & Avgas are available. After hours service is also available, call FBO for pricing. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","SPRINGFIELD","KSPI","STELLAR AVIATION OF SPRINGFIELD","1001","2500","16-Mar-26","6.876695","0.522670313","7.39937",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: Own ramp 3) Operating Hours: 0500-2200L 7 Days 3) Additional Information: Prist & Avgas are available. After hours service is also available, call FBO for pricing. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","SPRINGFIELD","KSPI","STELLAR AVIATION OF SPRINGFIELD","2501","999999999","16-Mar-26","6.776695","0.522670313","7.29937",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced: Own ramp 3) Operating Hours: 0500-2200L 7 Days 3) Additional Information: Prist & Avgas are available. After hours service is also available, call FBO for pricing. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","WAUKEGAN","KUGN","SIGNATURE FLIGHT SUPPORT","1","500","16-Mar-26","8.00275","0.5735883","8.57634",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: EVERYWHERE ON THE AIRFIELD 3) Additional Information: Prist & Avgas available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","WAUKEGAN","KUGN","SIGNATURE FLIGHT SUPPORT","501","1200","16-Mar-26","7.93275","0.5735883","8.50634",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: EVERYWHERE ON THE AIRFIELD 3) Additional Information: Prist & Avgas available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","WAUKEGAN","KUGN","SIGNATURE FLIGHT SUPPORT","1201","999999999","16-Mar-26","7.83275","0.5735883","8.40634",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: EVERYWHERE ON THE AIRFIELD 3) Additional Information: Prist & Avgas available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","PERU","KVYS","MIDWEST AVTECH","1","200","16-Mar-26","5.47433","0.56024745","6.03458",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","PERU","KVYS","MIDWEST AVTECH","201","400","16-Mar-26","5.37433","0.56024745","5.93458",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Illinois","PERU","KVYS","MIDWEST AVTECH","401","999999999","16-Mar-26","5.27433","0.56024745","5.83458",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: Own 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","ANDERSON","KAID","CITY OF ANDERSON REGIONAL AIRPORT","1","200","10-Mar-26","5.48415","0.43329","5.91744",," **Price for fuel item: JETA-ADDITIVE**/Monday thru Saturday: 0830 - 1630 Local. Closed on Sundays 1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE ON THE AIRFIELD 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","ANDERSON","KAID","CITY OF ANDERSON REGIONAL AIRPORT","201","300","10-Mar-26","5.33415","0.43329","5.76744",," **Price for fuel item: JETA-ADDITIVE**/Monday thru Saturday: 0830 - 1630 Local. Closed on Sundays 1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE ON THE AIRFIELD 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","ANDERSON","KAID","CITY OF ANDERSON REGIONAL AIRPORT","301","500","10-Mar-26","5.08415","0.43329","5.51744",," **Price for fuel item: JETA-ADDITIVE**/Monday thru Saturday: 0830 - 1630 Local. Closed on Sundays 1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE ON THE AIRFIELD 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","ANDERSON","KAID","CITY OF ANDERSON REGIONAL AIRPORT","501","1000","10-Mar-26","4.98415","0.43329","5.41744",," **Price for fuel item: JETA-ADDITIVE**/Monday thru Saturday: 0830 - 1630 Local. Closed on Sundays 1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE ON THE AIRFIELD 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","ANDERSON","KAID","CITY OF ANDERSON REGIONAL AIRPORT","1001","2000","10-Mar-26","4.93415","0.43329","5.36744",," **Price for fuel item: JETA-ADDITIVE**/Monday thru Saturday: 0830 - 1630 Local. Closed on Sundays 1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE ON THE AIRFIELD 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","ANDERSON","KAID","CITY OF ANDERSON REGIONAL AIRPORT","2001","999999999","10-Mar-26","4.88415","0.43329","5.31744",," **Price for fuel item: JETA-ADDITIVE**/Monday thru Saturday: 0830 - 1630 Local. Closed on Sundays 1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE ON THE AIRFIELD 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","COLUMBUS","KBAK","AERO MGMT DBA JET ACCESS","1","499","16-Mar-26","6.34483","0.43329","6.77812",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","COLUMBUS","KBAK","AERO MGMT DBA JET ACCESS","500","999","16-Mar-26","6.24483","0.43329","6.67812",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","COLUMBUS","KBAK","AERO MGMT DBA JET ACCESS","1000","1499","16-Mar-26","6.09483","0.43329","6.52812",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","COLUMBUS","KBAK","AERO MGMT DBA JET ACCESS","1500","999999999","16-Mar-26","5.89483","0.43329","6.32812",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","BLOOMINGTON","KBMG","COOK AVIATION","1","500","10-Mar-26","4.87493","0.43329","5.30822",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT BMG AVIATION 3) Additional Information: PRIST: Pre-mixed and Avgas is available FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Indiana","BLOOMINGTON","KBMG","COOK AVIATION","501","1000","10-Mar-26","4.80493","0.43329","5.23822",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT BMG AVIATION 3) Additional Information: PRIST: Pre-mixed and Avgas is available FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Indiana","BLOOMINGTON","KBMG","COOK AVIATION","1001","999999999","10-Mar-26","4.76493","0.43329","5.19822",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT BMG AVIATION 3) Additional Information: PRIST: Pre-mixed and Avgas is available FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Indiana","BLOOMINGTON","KBMG","BMG AVIATION","1","100","10-Mar-26","4.77827","0.43329","5.21156",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT COOK AVIATION 3) Additional Information: PRIST: CALL FOR RATES//AFTER HR SERVICES AVAILABLE FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","BLOOMINGTON","KBMG","BMG AVIATION","101","300","10-Mar-26","4.67827","0.43329","5.11156",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT COOK AVIATION 3) Additional Information: PRIST: CALL FOR RATES//AFTER HR SERVICES AVAILABLE FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","BLOOMINGTON","KBMG","BMG AVIATION","301","500","10-Mar-26","4.62827","0.43329","5.06156",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT COOK AVIATION 3) Additional Information: PRIST: CALL FOR RATES//AFTER HR SERVICES AVAILABLE FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","BLOOMINGTON","KBMG","BMG AVIATION","501","999999999","10-Mar-26","4.57827","0.43329","5.01156",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:EVERYWHERE EXCEPT COOK AVIATION 3) Additional Information: PRIST: CALL FOR RATES//AFTER HR SERVICES AVAILABLE FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Indiana","PLYMOUTH","KC65","CITY OF PLYMOUTH ","1","999999999","10-Mar-26","5.09338","0.43329","5.52667",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None 2) Ramps serviced: Own ramp only 3) Additional Information: Hours 0800-1700 LT//weekends by appointment///PRIST: Premixed & Avgas Available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","EVANSVILLE","KEVV","UNITED COMPANIES AIR CENTER","1","84","16-Mar-26","4.26225","0.43329","4.69554",,"**Perflight Fees are not included.  INTOPLANE FEE: 200** **Price for fuel item: JETA-ADDITIVE**/N/A"
"Indiana","EVANSVILLE","KEVV","UNITED COMPANIES AIR CENTER","85","999999999","16-Mar-26","6.66225","0.43329","7.09554",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Indiana","INDIANAPOLIS","KEYE","EAGLE CREEK AVIATION SERVICES INC","1","300","10-Mar-26","5.79817","0.43329","6.23146",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All Ramps 3) Additional Information: Jet-A, Prist and 100LL available / UNICOM 130.625 4) Operating Hours: 24/7 - Mon-Fri,0700 - 2000L Weekends 0800-1900 after hours call-out service (with prior arrangement and/or a callout fee) For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KEYE","EAGLE CREEK AVIATION SERVICES INC","301","500","10-Mar-26","5.69817","0.43329","6.13146",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All Ramps 3) Additional Information: Jet-A, Prist and 100LL available / UNICOM 130.625 4) Operating Hours: 24/7 - Mon-Fri,0700 - 2000L Weekends 0800-1900 after hours call-out service (with prior arrangement and/or a callout fee) For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KEYE","EAGLE CREEK AVIATION SERVICES INC","501","999999999","10-Mar-26","5.49817","0.43329","5.93146",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All Ramps 3) Additional Information: Jet-A, Prist and 100LL available / UNICOM 130.625 4) Operating Hours: 24/7 - Mon-Fri,0700 - 2000L Weekends 0800-1900 after hours call-out service (with prior arrangement and/or a callout fee) For more information, please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","FRANKFORT","KFKR","MONTGOMERY AVIATION INC","1","999999999","10-Mar-26","5.70226","0.43329","6.13555",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All 3) Additional Information: Prist is available for more information please contact your local fuel logistics team fuel24@wfscorp.com ."
"Indiana","FORT WAYNE","KFWA","FORT WAYNE AERO CENTER","1","300","16-Mar-26","6.41234","0.43329","6.84563",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: all ramps 3) Additional Information: Prist available, after hours service is available call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","FORT WAYNE","KFWA","FORT WAYNE AERO CENTER","301","500","16-Mar-26","6.31234","0.43329","6.74563",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: all ramps 3) Additional Information: Prist available, after hours service is available call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","FORT WAYNE","KFWA","FORT WAYNE AERO CENTER","501","1000","16-Mar-26","6.21234","0.43329","6.64563",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: all ramps 3) Additional Information: Prist available, after hours service is available call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","FORT WAYNE","KFWA","FORT WAYNE AERO CENTER","1001","1500","16-Mar-26","6.11234","0.43329","6.54563",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: all ramps 3) Additional Information: Prist available, after hours service is available call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","FORT WAYNE","KFWA","FORT WAYNE AERO CENTER","1501","999999999","16-Mar-26","6.01234","0.43329","6.44563",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: all ramps 3) Additional Information: Prist available, after hours service is available call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","SHELBYVILLE","KGEZ","SHELBYVILLE AVIATION, INC.","1","499","16-Mar-26","5.73973","0.43329","6.17302",," **Price for fuel item: JET FUEL**/1) Operating Hours: 0800-1800 Local 7 days a week 2) Minimum Notice Required:None 3) Ramps serviced: Everywhere 4) Additional Information: Open 0800-1800 Local 7 days a week for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","SHELBYVILLE","KGEZ","SHELBYVILLE AVIATION, INC.","500","999","16-Mar-26","5.63973","0.43329","6.07302",," **Price for fuel item: JET FUEL**/1) Operating Hours: 0800-1800 Local 7 days a week 2) Minimum Notice Required:None 3) Ramps serviced: Everywhere 4) Additional Information: Open 0800-1800 Local 7 days a week for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","SHELBYVILLE","KGEZ","SHELBYVILLE AVIATION, INC.","1000","999999999","16-Mar-26","5.48973","0.43329","5.92302",," **Price for fuel item: JET FUEL**/1) Operating Hours: 0800-1800 Local 7 days a week 2) Minimum Notice Required:None 3) Ramps serviced: Everywhere 4) Additional Information: Open 0800-1800 Local 7 days a week for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","GOSHEN","KGSH","SWEET AVIATION","1","249","10-Mar-26","5.8811","0.43329","6.31439",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Indiana","GOSHEN","KGSH","SWEET AVIATION","250","749","10-Mar-26","5.6311","0.43329","6.06439",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Indiana","GOSHEN","KGSH","SWEET AVIATION","750","999999999","10-Mar-26","5.3811","0.43329","5.81439",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Indiana","PERU","KGUS","MIAMI COUNTY AVIATION","1","999999999","10-Mar-26","5.73635","0.43329","6.16964",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: If possible 2) Ramps serviced: FBO Ramp, Civilian side 3) Additional Information: Prist is available for an additional fee//after hrs service available for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","AUBURN","KGWB","SWEET AVIATION","1","250","16-Mar-26","5.9401","0.43329","6.37339",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","AUBURN","KGWB","SWEET AVIATION","251","500","16-Mar-26","5.6901","0.43329","6.12339",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","AUBURN","KGWB","SWEET AVIATION","501","999999999","16-Mar-26","5.4401","0.43329","5.87339",," **Price for fuel item: JET FUEL**/N/A"
"Indiana","GARY","KGYY","GARY JET CENTER","1","199","10-Mar-26","5.20545","0.43329","5.63874",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Own FBO Ramp 3) Additional Information: PRIST: Premixed for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","GARY","KGYY","GARY JET CENTER","200","499","10-Mar-26","5.15545","0.43329","5.58874",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Own FBO Ramp 3) Additional Information: PRIST: Premixed for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","GARY","KGYY","GARY JET CENTER","500","750","10-Mar-26","5.10545","0.43329","5.53874",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Own FBO Ramp 3) Additional Information: PRIST: Premixed for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","GARY","KGYY","GARY JET CENTER","751","999","10-Mar-26","4.95545","0.43329","5.38874",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Own FBO Ramp 3) Additional Information: PRIST: Premixed for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","GARY","KGYY","GARY JET CENTER","1000","999999999","10-Mar-26","4.80545","0.43329","5.23874",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced:Own FBO Ramp 3) Additional Information: PRIST: Premixed for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","GARY","KGYY","B COLEMAN AVIATION","1","999999999","16-Mar-26","4.8989","0.43329","5.33219",," **Price for fuel item: JET FUEL**/1) Operating Hours: 0600-2200L 7 Days 2) Minimum Notice Required: None 3) Ramps serviced: Own Ramp 4) Additional Information: Fuel is premixed, Avgas is available. After hours service is also available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KHFY","CITY OF GREENWOOD AIRPORT","1","500","16-Mar-26","5.65313","0.43329","6.08642",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KHFY","CITY OF GREENWOOD AIRPORT","501","1000","16-Mar-26","5.35313","0.43329","5.78642",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KHFY","CITY OF GREENWOOD AIRPORT","1001","2000","16-Mar-26","5.10313","0.43329","5.53642",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KHFY","CITY OF GREENWOOD AIRPORT","2001","999999999","16-Mar-26","4.75313","0.43329","5.18642",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: All ramps 3) Additional Information: PRIST IS AVAILABLE. After hours services are available. Call for pricing. Unicom 123.0 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","TERRE HAUTE","KHUF","HOOSIER AVIATION","1","250","10-Mar-26","6.99367","0.43329","7.42696",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: No 2) Ramps serviced: ALL Ramps 3) Additional Information: UNICOM 122.95 4) Operating Hours: 0700 - 2100 Mon to Saturday.....0700 - 1900 Sunday.....//.....Closed For the Following Holidays: New Years Day, Easter Sunday, Thanksgiving, July 4th, Christmas Eve, and Christmas Day. Call-Outs available after normal business hours, call for pricing. Avgas is available Self Service for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","TERRE HAUTE","KHUF","HOOSIER AVIATION","251","500","10-Mar-26","6.74367","0.43329","7.17696",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: No 2) Ramps serviced: ALL Ramps 3) Additional Information: UNICOM 122.95 4) Operating Hours: 0700 - 2100 Mon to Saturday.....0700 - 1900 Sunday.....//.....Closed For the Following Holidays: New Years Day, Easter Sunday, Thanksgiving, July 4th, Christmas Eve, and Christmas Day. Call-Outs available after normal business hours, call for pricing. Avgas is available Self Service for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","TERRE HAUTE","KHUF","HOOSIER AVIATION","501","1000","10-Mar-26","6.49367","0.43329","6.92696",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: No 2) Ramps serviced: ALL Ramps 3) Additional Information: UNICOM 122.95 4) Operating Hours: 0700 - 2100 Mon to Saturday.....0700 - 1900 Sunday.....//.....Closed For the Following Holidays: New Years Day, Easter Sunday, Thanksgiving, July 4th, Christmas Eve, and Christmas Day. Call-Outs available after normal business hours, call for pricing. Avgas is available Self Service for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","TERRE HAUTE","KHUF","HOOSIER AVIATION","1001","2000","10-Mar-26","6.24367","0.43329","6.67696",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: No 2) Ramps serviced: ALL Ramps 3) Additional Information: UNICOM 122.95 4) Operating Hours: 0700 - 2100 Mon to Saturday.....0700 - 1900 Sunday.....//.....Closed For the Following Holidays: New Years Day, Easter Sunday, Thanksgiving, July 4th, Christmas Eve, and Christmas Day. Call-Outs available after normal business hours, call for pricing. Avgas is available Self Service for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","TERRE HAUTE","KHUF","HOOSIER AVIATION","2001","999999999","10-Mar-26","5.99367","0.43329","6.42696",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: No 2) Ramps serviced: ALL Ramps 3) Additional Information: UNICOM 122.95 4) Operating Hours: 0700 - 2100 Mon to Saturday.....0700 - 1900 Sunday.....//.....Closed For the Following Holidays: New Years Day, Easter Sunday, Thanksgiving, July 4th, Christmas Eve, and Christmas Day. Call-Outs available after normal business hours, call for pricing. Avgas is available Self Service for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Indiana","INDIANAPOLIS","KIND","MILLION AIR INDIANAPOLIS-FBO","1","500","16-Mar-26","6.21246","0.43329","6.64575",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 130.575 4) Operating Hours: 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KIND","MILLION AIR INDIANAPOLIS-FBO","501","1000","16-Mar-26","6.16246","0.43329","6.59575",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 130.575 4) Operating Hours: 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KIND","MILLION AIR INDIANAPOLIS-FBO","1001","999999999","16-Mar-26","5.98246","0.43329","6.41575",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced: FBO Ramp 3) Additional Information: UNICOM 130.575 4) Operating Hours: 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KIND","SIGNATURE FLIGHT SUPPORT","1","300","16-Mar-26","7.2824","0.43329","7.71569",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: 1-2 days notice for special requests 2) Ramps serviced:Only Signature 3) Additional Information: 4) Operating Hours: 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KIND","SIGNATURE FLIGHT SUPPORT","301","1200","16-Mar-26","7.1824","0.43329","7.61569",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: 1-2 days notice for special requests 2) Ramps serviced:Only Signature 3) Additional Information: 4) Operating Hours: 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Indiana","INDIANAPOLIS","KIND","SIGNATURE FLIGHT SUPPORT","1201","999999999","16-Mar-26","6.9824","0.43329","7.41569",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: 1-2 days notice for special requests 2) Ramps serviced:Only Signature 3) Additional Information: 4) Operating Hours: 24/7 for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
