"ICAO","IATA","BASE_PRICE","USG_FROM","USG_TO","INTO PLANE FEE","SUPPLIER","EXCISE TAX","VAT","MOT_GAL","AIRPORT FEES","FLIGHT TYPE","TOTAL PRICE USD","EFFECTIVE DATE","EXPIRATION DATE","DISC","NOTES1"
"KMCN","MCN","6.2158","500","99999","","Highnote Aviation","","","","","ALL","6.2158","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMCO","MCO","7.4022","0","300","","Atlantic Mco","","","","","ALL","7.4022","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","7.2095","301","600","","Atlantic Mco","","","","","ALL","7.2095","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","7.0067","601","900","","Atlantic Mco","","","","","ALL","7.0067","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","6.8039","901","1200","","Atlantic Mco","","","","","ALL","6.8039","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","6.6011","1201","1500","","Atlantic Mco","","","","","ALL","6.6011","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","6.3983","1501","2500","","Atlantic Mco","","","","","ALL","6.3983","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","5.6378","2501","5000","","Atlantic Mco","","","","","ALL","5.6378","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","4.8672","5001","7500","","Atlantic Mco","","","","","ALL","4.8672","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCO","MCO","4.1067","7501","99999","","Atlantic Mco","","","","","ALL","4.1067","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMCW","MCW","6.0074","1","300","","North Iowa Air Svc Fbo","","","","","ALL","6.0074","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Minimum uplift 100 USG."
"KMCW","MCW","5.906","301","400","","North Iowa Air Svc Fbo","","","","","ALL","5.906","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Minimum uplift 100 USG."
"KMCW","MCW","5.7032","401","600","","North Iowa Air Svc Fbo","","","","","ALL","5.7032","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Minimum uplift 100 USG."
"KMCW","MCW","5.5004","601","99999","","North Iowa Air Svc Fbo","","","","","ALL","5.5004","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  Minimum uplift 100 USG."
"KMDD","MDD","6.5771","1","300","","Basin Aviation - Jet w Additive","","","","","ALL","6.5771","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDD","MDD","6.4757","301","500","","Basin Aviation - Jet w Additive","","","","","ALL","6.4757","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDD","MDD","6.3743","501","750","","Basin Aviation - Jet w Additive","","","","","ALL","6.3743","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDD","MDD","6.2729","751","1000","","Basin Aviation - Jet w Additive","","","","","ALL","6.2729","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDD","MDD","6.1715","1001","99999","","Basin Aviation - Jet w Additive","","","","","ALL","6.1715","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDH","MDH","6.4062","1","149","","Flightline - Jet w Additive","","","","","ALL","6.4062","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDH","MDH","6.2986","150","299","","Flightline - Jet w Additive","","","","","ALL","6.2986","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDH","MDH","6.1908","300","99999","","Flightline - Jet w Additive","","","","","ALL","6.1908","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMDQ","MDQ","5.7134","1","275","","Executive Flight Center","","","","","ALL","5.7134","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMDQ","MDQ","5.5613","276","450","","Executive Flight Center","","","","","ALL","5.5613","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMDQ","MDQ","5.47","451","700","","Executive Flight Center","","","","","ALL","5.47","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMDQ","MDQ","5.3078","701","1000","","Executive Flight Center","","","","","ALL","5.3078","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMDQ","MDQ","5.2571","1001","99999","","Executive Flight Center","","","","","ALL","5.2571","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMDT","MDT","8.3767","1","350","","Avflight Harrisburg - Jet","","","","","ALL","8.3767","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMDT","MDT","8.2753","351","500","","Avflight Harrisburg - Jet","","","","","ALL","8.2753","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMDT","MDT","8.1232","501","750","","Avflight Harrisburg - Jet","","","","","ALL","8.1232","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMDT","MDT","7.9711","751","99999","","Avflight Harrisburg - Jet","","","","","ALL","7.9711","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMDW","MDW","7.0574","0","200","","Atlantic Mdw","","","","","ALL","7.0574","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMDW","MDW","6.9662","201","400","","Atlantic Mdw","","","","","ALL","6.9662","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMDW","MDW","6.8851","401","600","","Atlantic Mdw","","","","","ALL","6.8851","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMDW","MDW","6.7938","601","800","","Atlantic Mdw","","","","","ALL","6.7938","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMDW","MDW","6.7025","801","1000","","Atlantic Mdw","","","","","ALL","6.7025","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMDW","MDW","6.6214","1001","99999","","Atlantic Mdw","","","","","ALL","6.6214","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMEB","MXE","7.0067","0","199","","Southeast Regional Airport","","","","","ALL","7.0067","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEB","MXE","6.9053","200","499","","Southeast Regional Airport","","","","","ALL","6.9053","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEB","MXE","6.7431","500","999","","Southeast Regional Airport","","","","","ALL","6.7431","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEB","MXE","6.4795","1000","1999","","Southeast Regional Airport","","","","","ALL","6.4795","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEB","MXE","6.3679","2000","99999","","Southeast Regional Airport","","","","","ALL","6.3679","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEI","MEI","6.0739","1","99999","","Meridian Airport Auth Dba Meri Avi","","","","","ALL","6.0739","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEM","MEM","7.1588","0","100","","Wilson Air Center Mem","","","","","ALL","7.1588","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEM","MEM","7.0676","101","500","","Wilson Air Center Mem","","","","","ALL","7.0676","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEM","MEM","6.956","501","1000","","Wilson Air Center Mem","","","","","ALL","6.956","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEM","MEM","6.8546","1001","99999","","Wilson Air Center Mem","","","","","ALL","6.8546","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEV","MEV","7.7368","1","99999","","Hutt Aviation","","","","","ALL","7.7368","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMEZ","MEZ","6.8242","1","99999","","Mena Municipal Air Center","","","","","ALL","6.8242","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMFD","MFD","7.185","1","99999","","Niss Aviation - Jet w Additive","","","","","ALL","7.185","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMFE","MFE","6.9676","1","99","","McCreery Aviation - Jet","","","","","ALL","6.9676","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet. Available uplifts of 100 gallons or more. Flow Fee applies to all aircraft smaller than DC-9"
"KMFE","MFE","6.5506","100","500","","McCreery Aviation - Jet","","","","","ALL","6.5506","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet. Available uplifts of 100 gallons or more. Flow Fee applies to all aircraft smaller than DC-9"
"KMFE","MFE","6.4999","501","1000","","McCreery Aviation - Jet","","","","","ALL","6.4999","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet. Available uplifts of 100 gallons or more. Flow Fee applies to all aircraft smaller than DC-9"
"KMFE","MFE","6.358","1001","99999","","McCreery Aviation - Jet","","","","","ALL","6.358","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet. Available uplifts of 100 gallons or more. Flow Fee applies to all aircraft smaller than DC-9"
"KMFR","MFR","7.5257","1","175","","Million Air Medford - Jet","","","","","ALL","7.5257","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMFR","MFR","7.475","176","475","","Million Air Medford - Jet","","","","","ALL","7.475","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMFR","MFR","7.3736","476","1125","","Million Air Medford - Jet","","","","","ALL","7.3736","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMFR","MFR","7.3229","1126","2175","","Million Air Medford - Jet","","","","","ALL","7.3229","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMFR","MFR","7.2722","2176","99999","","Million Air Medford - Jet","","","","","ALL","7.2722","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMGM","MGM","7.4205","1","200","","Montgomery Aviation Corporation - Jet","","","","","ALL","7.4205","3/9/2026","3/16/2026","","Valid: 3/9/2026 - 3/16/2026  Jet."
"KMGM","MGM","7.3698","201","400","","Montgomery Aviation Corporation - Jet","","","","","ALL","7.3698","3/9/2026","3/16/2026","","Valid: 3/9/2026 - 3/16/2026  Jet."
"KMGM","MGM","7.3191","401","600","","Montgomery Aviation Corporation - Jet","","","","","ALL","7.3191","3/9/2026","3/16/2026","","Valid: 3/9/2026 - 3/16/2026  Jet."
"KMGM","MGM","7.2684","601","800","","Montgomery Aviation Corporation - Jet","","","","","ALL","7.2684","3/9/2026","3/16/2026","","Valid: 3/9/2026 - 3/16/2026  Jet."
"KMGM","MGM","7.2177","801","1000","","Montgomery Aviation Corporation - Jet","","","","","ALL","7.2177","3/9/2026","3/16/2026","","Valid: 3/9/2026 - 3/16/2026  Jet."
"KMGM","MGM","7.167","1001","99999","","Montgomery Aviation Corporation - Jet","","","","","ALL","7.167","3/9/2026","3/16/2026","","Valid: 3/9/2026 - 3/16/2026  Jet."
"KMGN","MGN","7.4331","1","99999","","Harbor Springs Airport - Jet w Additive","","","","","ALL","7.4331","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMGR","MGR","6.3256","1","300","","Eagles Of America","","","","","ALL","6.3256","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMGR","MGR","6.2232","301","600","","Eagles Of America","","","","","ALL","6.2232","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMGR","MGR","6.1208","601","900","","Eagles Of America","","","","","ALL","6.1208","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMGR","MGR","6.0696","901","99999","","Eagles Of America","","","","","ALL","6.0696","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMGW","MGW","6.3879","1","300","","Morgantown Municipal Airport - Jet","","","","","ALL","6.3879","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMGW","MGW","6.2865","301","750","","Morgantown Municipal Airport - Jet","","","","","ALL","6.2865","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMGW","MGW","6.1851","751","99999","","Morgantown Municipal Airport - Jet","","","","","ALL","6.1851","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMGY","MGY","6.0697","1","100","","First Flight Aviation - Jet","","","","","ALL","6.0697","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMGY","MGY","5.9176","101","300","","First Flight Aviation - Jet","","","","","ALL","5.9176","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMGY","MGY","5.7655","301","99999","","First Flight Aviation - Jet","","","","","ALL","5.7655","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMHK","MHK","5.8518","1","1000","","Kansas Jet Center","","","","","ALL","5.8518","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. $75 CALLOUT FEE AND $75 PER ADDT'L HOUR WHEN APPLICABLE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMHK","MHK","5.6304","1001","1800","","Kansas Jet Center","","","","","ALL","5.6304","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. $75 CALLOUT FEE AND $75 PER ADDT'L HOUR WHEN APPLICABLE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMHK","MHK","5.3537","1801","999999","","Kansas Jet Center","","","","","ALL","5.3537","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Uplifts under 500 USG can attract a 50USD Hook-up Fee. $75 CALLOUT FEE AND $75 PER ADDT'L HOUR WHEN APPLICABLE. . Local supplier charges a 12% admin fee on all non-fuel related items."
"KMHR","MHR","6.7455","1","1500","","Mather Jet Center - Jet","","","","","ALL","6.7455","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMHR","MHR","6.6441","1501","2000","","Mather Jet Center - Jet","","","","","ALL","6.6441","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMHR","MHR","6.5427","2001","2500","","Mather Jet Center - Jet","","","","","ALL","6.5427","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMHR","MHR","6.3399","2501","99999","","Mather Jet Center - Jet","","","","","ALL","6.3399","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMHR","MHR","5.3641","0","500","","Modern Aviation Mhr","","","","","ALL","5.3641","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMHR","MHR","5.3539","501","1000","","Modern Aviation Mhr","","","","","ALL","5.3539","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMHR","MHR","5.3336","1001","1500","","Modern Aviation Mhr","","","","","ALL","5.3336","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMHR","MHR","5.3032","1501","2000","","Modern Aviation Mhr","","","","","ALL","5.3032","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMHR","MHR","5.2322","2001","2500","","Modern Aviation Mhr","","","","","ALL","5.2322","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMHR","MHR","5.0497","2501","99999","","Modern Aviation Mhr","","","","","ALL","5.0497","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMHV","MHV","6.4969","1","99999","","Mojave Air and Space Port - Jet","","","","","ALL","6.4969","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMIE","MIE","7.071","1","99999","","Muncie Aviation - Jet w Additive","","","","","ALL","7.071","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive. DC-9 and larger aircraft only"
"KMIT","MIT","4.7962","1","99999","","Minter Field Airport District","","","","","ALL","4.7962","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMIV","MIV","6.553","1","99","","Big Sky Aviation - Jet w Additive","","","","","ALL","6.553","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMIV","MIV","6.4516","100","250","","Big Sky Aviation - Jet w Additive","","","","","ALL","6.4516","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMIV","MIV","6.3806","251","500","","Big Sky Aviation - Jet w Additive","","","","","ALL","6.3806","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMIV","MIV","6.2995","501","1000","","Big Sky Aviation - Jet w Additive","","","","","ALL","6.2995","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMIV","MIV","6.2488","1001","99999","","Big Sky Aviation - Jet w Additive","","","","","ALL","6.2488","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMJD","MJD","5.8102","1","99999","","Dispatch Aviation","","","","","ALL","5.8102","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMJX","MJX","5.9795","1","250","","Ocean Aire - Jet w Additive","","","","","ALL","5.9795","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMJX","MJX","5.8781","251","500","","Ocean Aire - Jet w Additive","","","","","ALL","5.8781","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMJX","MJX","5.7767","501","1000","","Ocean Aire - Jet w Additive","","","","","ALL","5.7767","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMJX","MJX","5.726","1001","2000","","Ocean Aire - Jet w Additive","","","","","ALL","5.726","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMJX","MJX","5.6753","2001","99999","","Ocean Aire - Jet w Additive","","","","","ALL","5.6753","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet w/ Additive."
"KMKC","MKC","6.8648","0","100","","Atlantic Mkc","","","","","ALL","6.8648","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMKC","MKC","6.6823","101","200","","Atlantic Mkc","","","","","ALL","6.6823","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMKC","MKC","6.4896","201","300","","Atlantic Mkc","","","","","ALL","6.4896","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMKC","MKC","6.2969","301","400","","Atlantic Mkc","","","","","ALL","6.2969","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMKC","MKC","6.1043","401","99999","","Atlantic Mkc","","","","","ALL","6.1043","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  "
"KMKE","MKE","6.7332","1","500","","Avflight Milwaukee - Jet","","","","","ALL","6.7332","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMKE","MKE","6.6318","501","1000","","Avflight Milwaukee - Jet","","","","","ALL","6.6318","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMKE","MKE","6.5304","1001","1500","","Avflight Milwaukee - Jet","","","","","ALL","6.5304","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMKE","MKE","6.3276","1501","99999","","Avflight Milwaukee - Jet","","","","","ALL","6.3276","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMKE","MKE","5.4046","1","1000","","Jet Aviation","","","","","ALL","5.4046","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  "
"KMKE","MKE","5.3539","1001","99999","","Jet Aviation","","","","","ALL","5.3539","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  "
"KMKG","MKG","7.4022","1","250","","Executive Air Transport Inc","","","","","ALL","7.4022","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKG","MKG","7.3008","251","500","","Executive Air Transport Inc","","","","","ALL","7.3008","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKG","MKG","7.1994","501","1000","","Executive Air Transport Inc","","","","","ALL","7.1994","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKG","MKG","7.1487","1001","99999","","Executive Air Transport Inc","","","","","ALL","7.1487","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKJ","MKJ","6.449","1","99999","","Smyth Wythe","","","","","ALL","6.449","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKL","MKL","5.942","1","99999","","Mckeller-Sipes Regional Airport","","","","","ALL","5.942","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKO","MKO","4.4109","1","200","","Davis Field Aviation","","","","","ALL","4.4109","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKO","MKO","4.3095","201","99999","","Davis Field Aviation","","","","","ALL","4.3095","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKT","MKT","6.9966","1","99999","","North Star Aviation","","","","","ALL","6.9966","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMKY","MRK","6.9578","1","349","","Marco Island Executive Airport - Jet","","","","","ALL","6.9578","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMKY","MRK","6.8564","350","749","","Marco Island Executive Airport - Jet","","","","","ALL","6.8564","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMKY","MRK","6.755","750","99999","","Marco Island Executive Airport - Jet","","","","","ALL","6.755","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLB","MLB","6.9008","1","500","","Sheltair Aviation - MLB - Jet","","","","","ALL","6.9008","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLB","MLB","6.7994","501","1000","","Sheltair Aviation - MLB - Jet","","","","","ALL","6.7994","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLB","MLB","6.698","1001","1500","","Sheltair Aviation - MLB - Jet","","","","","ALL","6.698","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLB","MLB","6.5966","1501","2000","","Sheltair Aviation - MLB - Jet","","","","","ALL","6.5966","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLB","MLB","6.4952","2001","2500","","Sheltair Aviation - MLB - Jet","","","","","ALL","6.4952","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLB","MLB","6.3938","2501","99999","","Sheltair Aviation - MLB - Jet","","","","","ALL","6.3938","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLI","MLI","6.6233","1","300","","Elliott Avia Mli Fbo","","","","","ALL","6.6233","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMLI","MLI","6.0846","301","500","","Elliott Avia Mli Fbo","","","","","ALL","6.0846","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMLI","MLI","5.546","501","99999","","Elliott Avia Mli Fbo","","","","","ALL","5.546","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMLI","MLI","5.6683","1","99999","","Qcia Airport Services","","","","","ALL","5.6683","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMLJ","MLJ","5.1714","1","99999","","Sinclair Aviation","","","","","ALL","5.1714","3/3/2026","3/10/2026","D","Valid: 3/3/2026 - 3/10/2026  PRICE MAY CHANGE DAILY WITHOUT PRIOR NOTICE."
"KMLU","MLU","8.2659","1","300","","Avflight Monroe - Jet","","","","","ALL","8.2659","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLU","MLU","8.1062","301","600","","Avflight Monroe - Jet","","","","","ALL","8.1062","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMLU","MLU","7.6803","601","99999","","Avflight Monroe - Jet","","","","","ALL","7.6803","3/10/2026","3/17/2026","","Valid: 3/10/2026 - 3/17/2026  Jet."
"KMMH","MMH","8.9435","1","99999","","Hot Creek Aviation","","","","","ALL","8.9435","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMML","MML","6.7025","1","99999","","Midwest Aviation","","","","","ALL","6.7025","3/10/2026","3/17/2026","D","Valid: 3/10/2026 - 3/17/2026  "
"KMMU","MMU","7.1081","0","200","","Atlantic Mmu","","","","","ALL","7.1081","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMMU","MMU","6.7532","201","400","","Atlantic Mmu","","","","","ALL","6.7532","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
"KMMU","MMU","6.3882","401","600","","Atlantic Mmu","","","","","ALL","6.3882","3/4/2026","3/11/2026","D","Valid: 3/4/2026 - 3/11/2026  Pricing is subject to change without prior notice."
