AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
CRQ,Western Aviation LLC,Carlsbad,CA,760-310-8051,,,All Quantities,$6.48 ,All Quantities,$6.21 ,,,,,,,,,KCRQ
CRX,Corinth-Alcorn County Airport,Corinth,MS,662-287-3223,,,1+,$4.29 ,1+,$4.29 ,,,,,,,,,KCRX
CSV,Azure Flight Support CSV,Crossville,TN,615-804-6740,,,1+,$5.89 ,1+,$5.89 ,1+,$0.00 ,,,1+,$0.00 ,,,KCSV
CTY,Dixie Aviation,Cross City,FL,352-498-6656,,,1+,$5.97 ,1+,$5.97 ,,,,,,,,,KCTY
CUB,Eagle Aviation CUB,Columbia,SC,803-771-7915,,, 1 - 199,$6.48 , 1 - 199,$6.48 ,1+,$0.15 ,,,1+,$0.15 ,,,KCUB
CUB,Eagle Aviation CUB,Columbia,SC,803-771-7915,,, 200 - 1000,$6.38 , 200 - 1000,$6.38 ,,,,,,,,,KCUB
CUB,Eagle Aviation CUB,Columbia,SC,803-771-7915,,, 1001 - 2000,$6.18 , 1001 - 2000,$6.18 ,,,,,,,,,KCUB
CUB,Eagle Aviation CUB,Columbia,SC,803-771-7915,,,2001+,$5.98 ,2001+,$5.98 ,,,,,,,,,KCUB
CVC,City of Covington,Oxford,GA,770-787-0098,,, 1 - 249,$6.04 , 1 - 249,$6.04 ,1+,$0.00 ,,,1+,$0.00 ,,,KCVC
CVC,City of Covington,Oxford,GA,770-787-0098,,, 250 - 499,$5.96 , 250 - 499,$5.96 ,,,,,,,,,KCVC
CVC,City of Covington,Oxford,GA,770-787-0098,,,500+,$5.86 ,500+,$5.86 ,,,,,,,,,KCVC
CVG,Premier Jet Services CVG,Hebron,KY,859-905-3022,,, 1 - 299,$6.99 , 1 - 299,$6.99 ,1+,$0.00 ,,,1+,$0.00 ,,,KCVG
CVG,Premier Jet Services CVG,Hebron,KY,859-905-3022,,, 300 - 499,$6.69 , 300 - 499,$6.69 ,,,,,,,,,KCVG
CVG,Premier Jet Services CVG,Hebron,KY,859-905-3022,,, 500 - 1199,$6.37 , 500 - 1199,$6.37 ,,,,,,,,,KCVG
CVG,Premier Jet Services CVG,Hebron,KY,859-905-3022,,, 1200 - 2499,$6.05 , 1200 - 2499,$6.05 ,,,,,,,,,KCVG
CVG,Premier Jet Services CVG,Hebron,KY,859-905-3022,,,2500+,$5.74 ,2500+,$5.74 ,,,,,,,,,KCVG
CWI,Clinton Municipal Airport,Clinton,IA,563-242-3292,,, 1 - 1000,$5.78 , 1 - 1000,$5.78 ,,,,,,,,,KCWI
CWI,Clinton Municipal Airport,Clinton,IA,563-242-3292,,,1001+,$5.69 ,1001+,$5.69 ,,,,,,,,,KCWI
CXP,Mountain West CXP,Carson City,NV,530-582-1717,,, 1 - 249,$5.96 , 1 - 249,$5.86 ,,,,,,,,,KCXP
CXP,Mountain West CXP,Carson City,NV,530-582-1717,,, 250 - 499,$5.89 , 250 - 499,$5.79 ,,,,,,,,,KCXP
CXP,Mountain West CXP,Carson City,NV,530-582-1717,,, 500 - 999,$5.64 , 500 - 999,$5.54 ,,,,,,,,,KCXP
CXP,Mountain West CXP,Carson City,NV,530-582-1717,,,1000+,$5.14 ,1000+,$5.04 ,,,,,,,,,KCXP
CZL,Calhoun Gordon County Airport,Calhoun,GA,706-602-8000,,,All Quantities,$5.99 ,All Quantities,$5.99 ,1+,$0.00 ,,,1+,$0.00 ,,,KCZL
DAB,ATP Jet Center,Daytona Beach,FL,386-385-8880,,,1+,$5.22 ,1+,$5.22 ,,,,,,,,,KDAB
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 0 - 200,$4.86 , 0 - 200,$4.71 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 201 - 400,$4.78 , 201 - 400,$4.63 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 401 - 600,$4.70 , 401 - 600,$4.55 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 601 - 800,$4.60 , 601 - 800,$4.45 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 801 - 1000,$4.51 , 801 - 1000,$4.36 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 1001 - 2500,$4.42 , 1001 - 2500,$4.27 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,, 2501 - 5000,$4.16 , 2501 - 5000,$4.01 ,,,,,,,,,KDAL
DAL,Atlantic DAL,Dallas,TX,945-348-3090,,,5001+,$3.89 ,5001+,$3.74 ,,,,,,,,,KDAL
DAL,Business Jet Center,Dallas,TX,214-654-1600,,, 1 - 500,$5.63 , 1 - 500,$5.63 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KDAL
DAL,Business Jet Center,Dallas,TX,214-654-1600,,, 501 - 1000,$5.45 , 501 - 1000,$5.45 ,,,,,,,,,KDAL
DAL,Business Jet Center,Dallas,TX,214-654-1600,,, 1001 - 1500,$5.28 , 1001 - 1500,$5.28 ,,,,,,,,,KDAL
DAL,Business Jet Center,Dallas,TX,214-654-1600,,,1501+,$5.16 ,1501+,$5.16 ,,,,,,,,,KDAL
DAL,Jet Aviation DAL,Dallas,TX,214-350-8523,,, 1 - 500,$5.72 , 1 - 500,$5.66 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KDAL
DAL,Jet Aviation DAL,Dallas,TX,214-350-8523,,, 501 - 1000,$5.39 , 501 - 1000,$5.33 ,,,,,,,,,KDAL
DAL,Jet Aviation DAL,Dallas,TX,214-350-8523,,, 1001 - 1999,$5.29 , 1001 - 1999,$5.23 ,,,,,,,,,KDAL
DAL,Jet Aviation DAL,Dallas,TX,214-350-8523,,,2000+,$5.19 ,2000+,$5.13 ,,,,,,,,,KDAL
DAN,AU Aviation Services,Danville,VA,434-791-5750,,, 1 - 249,$7.04 , 1 - 249,$7.04 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KDAN
DAN,AU Aviation Services,Danville,VA,434-791-5750,,, 250 - 499,$6.95 , 250 - 499,$6.95 ,,,,,,,,,KDAN
DAN,AU Aviation Services,Danville,VA,434-791-5750,,, 500 - 999,$6.85 , 500 - 999,$6.85 ,,,,,,,,,KDAN
DAN,AU Aviation Services,Danville,VA,434-791-5750,,,1000+,$6.75 ,1000+,$6.75 ,,,,,,,,,KDAN
DAY,Premier Jet Services DAY,Vandalia,OH,248-454-3451,,, 1 - 199,$5.93 , 1 - 199,$5.78 ,,,,,,,,,KDAY
DAY,Premier Jet Services DAY,Vandalia,OH,248-454-3451,,, 200 - 499,$5.69 , 200 - 499,$5.54 ,,,,,,,,,KDAY
DAY,Premier Jet Services DAY,Vandalia,OH,248-454-3451,,, 500 - 999,$5.58 , 500 - 999,$5.43 ,,,,,,,,,KDAY
DAY,Premier Jet Services DAY,Vandalia,OH,248-454-3451,,, 1000 - 1999,$5.47 , 1000 - 1999,$5.32 ,,,,,,,,,KDAY
DAY,Premier Jet Services DAY,Vandalia,OH,248-454-3451,,,2000+,$5.36 ,2000+,$5.21 ,,,,,,,,,KDAY
DAY,Wright Brothers Aero Inc,Vandalia,OH,937-890-8900,,, 1 - 250,$5.66 , 1 - 250,$5.61 ,,,,,,,,,KDAY
DAY,Wright Brothers Aero Inc,Vandalia,OH,937-890-8900,,, 251 - 600,$5.57 , 251 - 600,$5.52 ,,,,,,,,,KDAY
DAY,Wright Brothers Aero Inc,Vandalia,OH,937-890-8900,,,601+,$5.47 ,601+,$5.41 ,,,,,,,,,KDAY
DCU,Pryor Field Airport,Tanner,AL,256-355-5770,,, 1 - 350,$7.19 , 1 - 350,$7.19 ,1+,$0.00 ,,,1+,$0.00 ,,,KDCU
DCU,Pryor Field Airport,Tanner,AL,256-355-5770,,, 351 - 700,$7.06 , 351 - 700,$7.06 ,,,,,,,,,KDCU
DCU,Pryor Field Airport,Tanner,AL,256-355-5770,,, 701 - 1199,$6.91 , 701 - 1199,$6.91 ,,,,,,,,,KDCU
DCU,Pryor Field Airport,Tanner,AL,256-355-5770,,,1200+,$6.66 ,1200+,$6.66 ,,,,,,,,,KDCU
DDH,Vermont Airport Services LLC,Bennington,VT,518-470-9779,,,1+,$6.93 ,1+,$6.93 ,,,,,,,,,KDDH
DLS,Tacaero KDLS,Dalles Port,WA,541-288-6766,,,1+,$8.10 ,1+,$7.88 ,,,,,,,,,KDLS
DNN,Dalton Municipal Airport,Dalton,GA,706-259-2200,,,All Quantities,$5.19 ,All Quantities,$5.19 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KDNN
DSM,Modern Aviation DSM,Des Moines,IA,806-318-4403,,,1+,$5.30 ,1+,$5.15 ,,,,,,,,,KDSM
DTS,Atlantic DTS,Destin,FL,850-424-6890,,, 0 - 100,$8.99 , 0 - 100,$8.84 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KDTS
DTS,Atlantic DTS,Destin,FL,850-424-6890,,, 101 - 200,$8.93 , 101 - 200,$8.78 ,,,,,,,,,KDTS
DTS,Atlantic DTS,Destin,FL,850-424-6890,,, 201 - 300,$8.86 , 201 - 300,$8.71 ,,,,,,,,,KDTS
DTS,Atlantic DTS,Destin,FL,850-424-6890,,, 301 - 400,$8.79 , 301 - 400,$8.64 ,,,,,,,,,KDTS
DTS,Atlantic DTS,Destin,FL,850-424-6890,,, 401 - 500,$8.72 , 401 - 500,$8.57 ,,,,,,,,,KDTS
DTS,Atlantic DTS,Destin,FL,850-424-6890,,,501+,$8.65 ,501+,$8.50 ,,,,,,,,,KDTS
DUA,City of Durant,Durant,OK,580-920-0574,,,1+,$4.80 ,1+,$4.80 ,,,,,,,,,KDUA
DVN,Jet Air Inc DVN,Galesburg,IL,309-342-3134,,, 1 - 99,$5.72 , 1 - 99,$5.72 ,,,,,,,,,KDVN
DVN,Jet Air Inc DVN,Galesburg,IL,309-342-3134,,, 100 - 249,$5.69 , 100 - 249,$5.69 ,,,,,,,,,KDVN
DVN,Jet Air Inc DVN,Galesburg,IL,309-342-3134,,, 250 - 499,$5.54 , 250 - 499,$5.54 ,,,,,,,,,KDVN
DVN,Jet Air Inc DVN,Galesburg,IL,309-342-3134,,, 500 - 749,$5.49 , 500 - 749,$5.49 ,,,,,,,,,KDVN
DVN,Jet Air Inc DVN,Galesburg,IL,309-342-3134,,, 750 - 999,$5.44 , 750 - 999,$5.44 ,,,,,,,,,KDVN
DVN,Jet Air Inc DVN,Galesburg,IL,309-342-3134,,,1000+,$5.39 ,1000+,$5.39 ,,,,,,,,,KDVN
DVO,CB Skyshare,Novato,CA,415-897-2403,,,All Quantities,$7.33 ,All Quantities,$7.28 ,,,,,,,,,KDVO
DVT,Cutter Aviation DVT,Phoenix,AZ,623-581-1444,,, 1 - 300,$6.73 , 1 - 300,$6.73 ,,,,,,,,,KDVT
DVT,Cutter Aviation DVT,Phoenix,AZ,623-581-1444,,, 301 - 500,$6.69 , 301 - 500,$6.69 ,,,,,,,,,KDVT
DVT,Cutter Aviation DVT,Phoenix,AZ,623-581-1444,,, 501 - 999,$6.66 , 501 - 999,$6.66 ,,,,,,,,,KDVT
DVT,Cutter Aviation DVT,Phoenix,AZ,623-581-1444,,,1000+,$6.54 ,1000+,$6.54 ,,,,,,,,,KDVT
DWH,Gill Aviation,Spring,TX,281-376-5436,,, 0 - 300,$5.72 , 0 - 300,$5.67 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KDWH
DWH,Gill Aviation,Spring,TX,281-376-5436,,, 301 - 500,$5.67 , 301 - 500,$5.62 ,,,,,,,,,KDWH
DWH,Gill Aviation,Spring,TX,281-376-5436,,, 501 - 1000,$5.62 , 501 - 1000,$5.57 ,,,,,,,,,KDWH
DWH,Gill Aviation,Spring,TX,281-376-5436,,,1001+,$5.57 ,1001+,$5.52 ,,,,,,,,,KDWH
DXR,Business Aircraft Center Inc,Danbury,CT,203-748-7000,,,1+,$4.74 ,1+,$4.74 ,,,,,,,,,KDXR
DYB,Summerville Airport,Summerville,SC,843-996-6919,,,1+,$6.64 ,1+,$6.64 ,1+,$0.00 ,,,1+,$0.00 ,,,KDYB
DZB,Horseshoe Bay Resort Jet Center,Horseshoe Bay,TX,830-598-6386,,, 1 - 500,$6.68 , 1 - 500,$6.68 ,,,,,,,,,KDZB
DZB,Horseshoe Bay Resort Jet Center,Horseshoe Bay,TX,830-598-6386,,, 501 - 1000,$6.59 , 501 - 1000,$6.59 ,,,,,,,,,KDZB
DZB,Horseshoe Bay Resort Jet Center,Horseshoe Bay,TX,830-598-6386,,,1001+,$6.44 ,1001+,$6.44 ,,,,,,,,,KDZB
E16,San Martin Aviation Corp,San Martin,CA,408-930-5041,,,All Quantities,$6.34 ,All Quantities,$6.34 ,,,,,,,,,KE16
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 0 - 300,$7.34 , 0 - 300,$7.19 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 301 - 400,$7.30 , 301 - 400,$7.15 ,,,,,,,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 401 - 500,$7.25 , 401 - 500,$7.10 ,,,,,,,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 501 - 600,$7.15 , 501 - 600,$7.00 ,,,,,,,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 601 - 700,$6.95 , 601 - 700,$6.80 ,,,,,,,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 701 - 800,$6.80 , 701 - 800,$6.65 ,,,,,,,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,, 801 - 1000,$6.55 , 801 - 1000,$6.40 ,,,,,,,,,KEAU
EAU,Ascension Global Services EAU,Eau Claire,WI,715-835-3181,,,1001+,$6.30 ,1001+,$6.15 ,,,,,,,,,KEAU
EBG,City of Edinburg,Edinburg,TX,956-292-2047,,,All Quantities,$5.43 ,All Quantities,$5.43 ,,,,,,,,,KEBG
ECG,Elizabeth City Airport,Elizabeth City,NC,252-335-5634,,,All Quantities,$4.93 ,All Quantities,$4.93 ,1+,$0.00 ,,,1+,$0.00 ,,,KECG
ECP,Southern Sky Aviation KECP LLC,Panama City,FL,205-703-9737,,, 1 - 249,$6.38 , 1 - 249,$6.29 ,1+,$0.00 ,,,1+,$0.00 ,,,KECP
ECP,Southern Sky Aviation KECP LLC,Panama City,FL,205-703-9737,,, 250 - 499,$6.37 , 250 - 499,$6.28 ,,,,,,,,,KECP
ECP,Southern Sky Aviation KECP LLC,Panama City,FL,205-703-9737,,, 500 - 749,$6.36 , 500 - 749,$6.27 ,,,,,,,,,KECP
ECP,Southern Sky Aviation KECP LLC,Panama City,FL,205-703-9737,,, 750 - 999,$6.34 , 750 - 999,$6.25 ,,,,,,,,,KECP
ECP,Southern Sky Aviation KECP LLC,Panama City,FL,205-703-9737,,,1000+,$6.15 ,1000+,$6.06 ,,,,,,,,,KECP
EEN,Monadnock Aviation Inc,Keene,NH,603-357-7600,,, 1 - 400,$6.88 , 1 - 400,$6.88 ,,,,,,,,,KEEN
EEN,Monadnock Aviation Inc,Keene,NH,603-357-7600,,, 401 - 1000,$6.68 , 401 - 1000,$6.68 ,,,,,,,,,KEEN
EEN,Monadnock Aviation Inc,Keene,NH,603-357-7600,,,1001+,$6.48 ,1001+,$6.48 ,,,,,,,,,KEEN
EFK,Lakeview Aviation,Newport ,VT,802-334-5001,,, 1 - 300,$6.72 , 1 - 300,$6.72 ,,,,,,,,,KEFK
EFK,Lakeview Aviation,Newport ,VT,802-334-5001,,,301+,$6.68 ,301+,$6.68 ,,,,,,,,,KEFK
EFT,Touch & Go Aviation,Monroe,WI,608-329-7777,,,1+,$4.41 ,1+,$4.41 ,,,,,,,,,KEFT
EIS,Cayman Dispatch - B. V. I.,Tortola,,345-949-8960,,,1+,$6.78 ,1+,$6.78 ,,,,,,,,,TUPJ
EKO,Mountain West EKO,Elko,NV,530-582-1717,,, 1 - 200,$7.02 , 1 - 200,$6.92 ,,,,,,,,,KEKO
EKO,Mountain West EKO,Elko,NV,530-582-1717,,, 201 - 500,$6.97 , 201 - 500,$6.87 ,,,,,,,,,KEKO
EKO,Mountain West EKO,Elko,NV,530-582-1717,,, 501 - 1000,$6.92 , 501 - 1000,$6.82 ,,,,,,,,,KEKO
EKO,Mountain West EKO,Elko,NV,530-582-1717,,,1001+,$6.64 ,1001+,$6.54 ,,,,,,,,,KEKO
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 0 - 300,$8.29 , 0 - 300,$8.14 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 301 - 400,$8.26 , 301 - 400,$8.11 ,,,,,,,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 401 - 500,$8.21 , 401 - 500,$8.06 ,,,,,,,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 501 - 600,$8.11 , 501 - 600,$7.96 ,,,,,,,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 601 - 700,$7.91 , 601 - 700,$7.76 ,,,,,,,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 701 - 800,$7.76 , 701 - 800,$7.61 ,,,,,,,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,, 801 - 1000,$7.51 , 801 - 1000,$7.36 ,,,,,,,,,KEKS
EKS,Ascension FBO Network - KEKS,Ennis,MT,307-587-9262,,,1001+,$7.26 ,1001+,$7.11 ,,,,,,,,,KEKS
EKX,Elizabethtown Flying Service,Elizabethtown,KY,270-737-8388,,, 1 - 100,$6.82 , 1 - 100,$6.77 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KEKX
EKX,Elizabethtown Flying Service,Elizabethtown,KY,270-737-8388,,, 101 - 200,$6.76 , 101 - 200,$6.71 ,,,,,,,,,KEKX
EKX,Elizabethtown Flying Service,Elizabethtown,KY,270-737-8388,,, 201 - 300,$6.66 , 201 - 300,$6.61 ,,,,,,,,,KEKX
EKX,Elizabethtown Flying Service,Elizabethtown,KY,270-737-8388,,, 301 - 400,$6.56 , 301 - 400,$6.51 ,,,,,,,,,KEKX
EKX,Elizabethtown Flying Service,Elizabethtown,KY,270-737-8388,,,401+,$6.46 ,401+,$6.41 ,,,,,,,,,KEKX
ELH,WHITE CROWN AVIATION,Spanish Wells,,252-633-0066,,,All Quantities,$7.02 ,All Quantities,$7.02 ,,,,,,,,,MYEH
ELM,Atlantic ELM,Horseheads,NY,945-348-3090,,, 0 - 200,$5.40 , 0 - 200,$5.24 ,,,,,,,,,KELM
ELM,Atlantic ELM,Horseheads,NY,945-348-3090,,, 201 - 400,$5.37 , 201 - 400,$5.22 ,,,,,,,,,KELM
ELM,Atlantic ELM,Horseheads,NY,945-348-3090,,, 401 - 600,$5.33 , 401 - 600,$5.17 ,,,,,,,,,KELM
ELM,Atlantic ELM,Horseheads,NY,945-348-3090,,, 601 - 800,$5.28 , 601 - 800,$5.12 ,,,,,,,,,KELM
ELM,Atlantic ELM,Horseheads,NY,945-348-3090,,, 801 - 1000,$5.24 , 801 - 1000,$5.08 ,,,,,,,,,KELM
ELM,Atlantic ELM,Horseheads,NY,945-348-3090,,,1001+,$5.18 ,1001+,$5.03 ,,,,,,,,,KELM
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 0 - 100,$6.91 , 0 - 100,$6.76 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 101 - 200,$6.73 , 101 - 200,$6.58 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 201 - 300,$6.55 , 201 - 300,$6.40 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 301 - 400,$6.36 , 301 - 400,$6.21 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 401 - 500,$6.18 , 401 - 500,$6.03 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 501 - 2500,$6.00 , 501 - 2500,$5.85 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 2501 - 5000,$5.35 , 2501 - 5000,$5.20 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,, 5001 - 7500,$4.70 , 5001 - 7500,$4.55 ,,,,,,,,,KELP
ELP,Atlantic ELP,El Paso,TX,945-348-3090,,,7501+,$4.05 ,7501+,$3.90 ,,,,,,,,,KELP
ENW,Steins Aircraft Service ENW,Kenosha,WI,262-544-2031,,, 1 - 1000,$4.11 , 1 - 1000,$4.11 ,,,,,,,,,KENW
ENW,Steins Aircraft Service ENW,Kenosha,WI,262-544-2031,,, 1001 - 2000,$4.08 , 1001 - 2000,$4.08 ,,,,,,,,,KENW
ENW,Steins Aircraft Service ENW,Kenosha,WI,262-544-2031,,,2001+,$4.08 ,2001+,$4.08 ,,,,,,,,,KENW
EQY,Charlotte-Monroe Executive,Monroe,NC,704-226-2300,,, 0 - 299,$7.47 , 0 - 299,$7.47 ,1+,$0.00 ,,,1+,$0.00 ,,,KEQY
EQY,Charlotte-Monroe Executive,Monroe,NC,704-226-2300,,, 300 - 499,$7.38 , 300 - 499,$7.38 ,,,,,,,,,KEQY
EQY,Charlotte-Monroe Executive,Monroe,NC,704-226-2300,,, 500 - 999,$7.28 , 500 - 999,$7.28 ,,,,,,,,,KEQY
EQY,Charlotte-Monroe Executive,Monroe,NC,704-226-2300,,,1000+,$7.17 ,1000+,$7.17 ,,,,,,,,,KEQY
ERI,North Coast Air,Erie,PA,814-836-9220,,,1+,$6.69 ,1+,$6.69 ,,,,,,,,,KERI
ESN,Easton Jet Service Inc,Easton,MD,410-820-8770,,,All Quantities,$5.70 ,All Quantities,$5.70 ,1+,$0.00 ,,,1+,$0.00 ,,,KESN
ESN,Maryland Airlines,Easton,MD,410-822-8181,,,1+,$6.25 ,1+,$6.25 ,1+,$0.00 ,,,1+,$0.00 ,,,KESN
ESN,Trident Aircraft,Easton,MD,410-604-1333,,,All Quantities,$4.66 ,All Quantities,$4.66 ,1+,$0.00 ,,,1+,$0.00 ,,,KESN
ETB,West Bend Air Inc,West Bend,WI,262-334-5603,,, 1 - 300,$6.65 , 1 - 300,$6.60 ,,,,,,,,,KETB
ETB,West Bend Air Inc,West Bend,WI,262-334-5603,,, 301 - 500,$6.56 , 301 - 500,$6.51 ,,,,,,,,,KETB
ETB,West Bend Air Inc,West Bend,WI,262-334-5603,,, 501 - 1000,$6.49 , 501 - 1000,$6.44 ,,,,,,,,,KETB
ETB,West Bend Air Inc,West Bend,WI,262-334-5603,,,1001+,$6.36 ,1001+,$6.31 ,,,,,,,,,KETB
EUG,Atlantic EUG,Eugene,OR,945-348-3090,,, 0 - 200,$7.49 , 0 - 200,$7.34 ,,,,,,,,,KEUG
EUG,Atlantic EUG,Eugene,OR,945-348-3090,,, 201 - 400,$7.40 , 201 - 400,$7.25 ,,,,,,,,,KEUG
EUG,Atlantic EUG,Eugene,OR,945-348-3090,,, 401 - 600,$7.31 , 401 - 600,$7.16 ,,,,,,,,,KEUG
EUG,Atlantic EUG,Eugene,OR,945-348-3090,,, 601 - 800,$7.21 , 601 - 800,$7.06 ,,,,,,,,,KEUG
EUG,Atlantic EUG,Eugene,OR,945-348-3090,,, 801 - 1000,$7.11 , 801 - 1000,$6.96 ,,,,,,,,,KEUG
EUG,Atlantic EUG,Eugene,OR,945-348-3090,,,1001+,$7.00 ,1001+,$6.85 ,,,,,,,,,KEUG
EUL,Qmulus Aviation LLC,Caldwell,ID,208-800-7527,,,All Quantities,$6.84 ,All Quantities,$6.84 ,,,,,,,,,KEUL
EWB,Nor East Aviation,New Bedford,MA,508-996-1832,,, 1 - 500,$6.06 , 1 - 500,$6.01 ,,,,,,,,,KEWB
EWB,Nor East Aviation,New Bedford,MA,508-996-1832,,, 501 - 1000,$5.82 , 501 - 1000,$5.77 ,,,,,,,,,KEWB
EWB,Nor East Aviation,New Bedford,MA,508-996-1832,,,1001+,$5.72 ,1001+,$5.67 ,,,,,,,,,KEWB
EWN,Tidewater Air Services,New Bern ,NC,252-633-1400,,,1+,$6.68 ,1+,$6.68 ,1+,$2.43 ,,,1+,$6.87 ,1+,$6.87 ,KEWN
EXX,Fly High Lexington LLC,Lexington,NC,336-956-7774,,,1+,$6.25 ,1+,$6.25 ,1+,$0.00 ,,,1+,$0.00 ,,,KEXX
EZF,Shannon Airport,Fredericksburg,VA,540-373-4431,,,1+,$7.12 ,1+,$7.12 ,1+,$0.00 ,,,1+,$0.00 ,,,KEZF
F70,The Jet Center,Murrieta,CA,951-696-9344,,, 1 - 5999,$6.25 , 1 - 5999,$6.14 ,,,,,,,,,KF70
F70,The Jet Center,Murrieta,CA,951-696-9344,,, 6000 - 8000,$6.20 , 6000 - 8000,$6.09 ,,,,,,,,,KF70
F70,The Jet Center,Murrieta,CA,951-696-9344,,, 8001 - 10000,$6.15 , 8001 - 10000,$6.04 ,,,,,,,,,KF70
F70,The Jet Center,Murrieta,CA,951-696-9344,,, 10001 - 12000,$6.10 , 10001 - 12000,$5.99 ,,,,,,,,,KF70
F70,The Jet Center,Murrieta,CA,951-696-9344,,, 12001 - 20000,$6.05 , 12001 - 20000,$5.94 ,,,,,,,,,KF70
F70,The Jet Center,Murrieta,CA,951-696-9344,,,20001+,$5.90 ,20001+,$5.79 ,,,,,,,,,KF70
FAI,FBO Fairbanks,Fairbanks,AK,907-450-2714,,, 1 - 1500,$6.23 , 1 - 1500,$6.13 ,,,,,,,,,PAFA
FAI,FBO Fairbanks,Fairbanks,AK,907-450-2714,,, 1501 - 2500,$6.00 , 1501 - 2500,$5.90 ,,,,,,,,,PAFA
FAI,FBO Fairbanks,Fairbanks,AK,907-450-2714,,, 2501 - 6000,$5.90 , 2501 - 6000,$5.80 ,,,,,,,,,PAFA
FAI,FBO Fairbanks,Fairbanks,AK,907-450-2714,,, 6001 - 9999,$5.80 , 6001 - 9999,$5.70 ,,,,,,,,,PAFA
FAI,FBO Fairbanks,Fairbanks,AK,907-450-2714,,,10000+,$5.65 ,10000+,$5.55 ,,,,,,,,,PAFA
FAM,City of Farmington,Farmington,MO,573-756-4502,,,All Quantities,$4.44 ,All Quantities,$4.44 ,1+,$0.00 ,,,1+,$0.00 ,,,KFAM
FAR,Fargo Aircraft Services,Fargo,ND,701-610-1094,,, 1 - 250,$5.36 , 1 - 250,$5.36 ,1+,$0.00 ,,,1+,$0.00 ,,,KFAR
FAR,Fargo Aircraft Services,Fargo,ND,701-610-1094,,, 251 - 500,$5.27 , 251 - 500,$5.27 ,,,,,,,,,KFAR
FAR,Fargo Aircraft Services,Fargo,ND,701-610-1094,,, 501 - 1000,$5.17 , 501 - 1000,$5.17 ,,,,,,,,,KFAR
