IATA,ICAO,ST/CO,CITY,FUELER,UPDATED,RESTRICTIONS,BASEFUEL,MIN GALLONS,MAX GALLONS,TOTAL PRICE,NOTES,Taxes Included
STV,VASU,IN,SURAT,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.271944,1,99999,2.317244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT, TAXES AND HIGHER PRICING. DOMESTIC TAXES PASSED THROUGH AS INCURRED.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
UDR,VAUD,IN,UDAIPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.435928,1,99999,4.329269,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
CMB,VCBI,LK,COLOMBO,CEYLON PETROLEUM,3/1/2026,Corporate,2.349000,1,99999,2.349000,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 
DEFUELLING 03USC/USG WITH A MINIMUM CHARGE OF 75USD PER OPERATION.
SUBJECT TO CHANGE AT ANYTIME ",Yes
RML,VCCC,LK,COLOMBO,CEYLON PETROLEUM,3/1/2026,Corporate,2.350000,1,99999,2.350000,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.DEFUELLING 03USC/USG WITH A MINIMUM CHARGE OF 75USD PER OPERATION.
SUBJECT TO CHANGE AT ANYTIME ",Yes
HRI,VCRI,LK,HAMBANTOTA,CEYLON PETROLEUM,3/1/2026,Corporate,2.350000,1,99999,2.350000,"PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.DEFUELLING 03USC/USG WITH A MINIMUM CHARGE OF 75USD PER OPERATION.
SUBJECT TO CHANGE AT ANYTIME ",Yes
*UT,VCUT,IN,CUTTACK,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.473221,1,99999,3.646882,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
SAI,VDSA,KH,Siem Reap,CNAF Cambodia,3/1/2026,Corporate,3.344831,1,99999,3.344831,DOMESTIC FLIGHTS INCUR 10% LOCAL CHARGE. ,No
KOS,VDSV,KH,SIHANOUKVILLE,P.T.T.O.R.,3/1/2026,Corporate,2.777156,1,99999,3.000656,48HR NOTIFICATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. INTERNAL FLIGHTS INCUR 10% LOCAL CHARGE. ,Yes
KTI,VDTI,KH,Kandal,PPAFS,3/1/2026,Corporate,2.739656,1,999999,3.110856,"48HR NOTIFICATION REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. INTERNAL FLIGHTS INCUR 10% LOCAL CHARGE.

CONDITIONAL FEE (to be applied when applicable):
1.Small Uplift Fee - Small quantity refueling charge in case uplift volume is less than 1000L per time: 50 USD/time (to be charged on top of ITP fee)

2.Standby fee - In case of zero refueling quantity, will be subject to charge: 100 USD/15min (free of charge for first 15 mins)
(Additional charge will apply for each additional 15-min interval) ",No
KTI,VDTI,KH,Kandal,TOTAL ENERGIES AVIATION,3/1/2026,Corporate,2.759656,1,999999,2.977544,For domestic flights 10% VAT applies. ,No
E44,VE44,IN,NICOBAR,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.677143,1,99999,4.412572,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
IX*,VEAB,IN,"Prayagraj (Allahabad), UP, INDIA",INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.406981,1,999999,3.441051,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
IXV,VEAN,IN,ALONG,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.939158,1,99999,4.726990,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
IXA,VEAT,IN,AGARTALA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.823253,1,99999,4.511438,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
AYJ,VEAY,IN,AYODHYA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.596813,1,999999,3.632782,"48HR NOTICE REQUIRED. DUYTPAID PRODUCT, 1% VAT AND ANY ADDITIONAL FEES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ",No
IXB,VEBD,IN,SILLIGURI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.456341,1,99999,3.456341,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
VNS,VEBN,IN,VARANASI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.381053,1,999999,3.414863,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
VNS,VEBN,IN,VARANASI,INDIAN OIL CORPORATION,3/1/2026,Corporate,2.271944,1,99999,2.317244,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR LOCAL CHARGE AND HIGHER PRICING.PRICE VALID ONLY FOR INTERNATIONAL FLIGHTS ",Yes
BBI,VEBS,IN,BHUBANESHWAR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.455693,1,999999,3.628477,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
BBI,VEBS,IN,BHUBANESHWAR,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.541944,1,99999,2.587244,Price valid for Civilian Aircraft operating internationally.  Domestic Flights and Military Flights incur different pricing structure and Local Charges.  Please ensure a minimum of 48 Hours Notice is provided to ensure smooth refueling ,No
*EC,VECA,IN,CHABUA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.675297,1,99999,4.544505,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
CCU,VECC,IN,KOLKATA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.538559,1,99999,4.246271,48HR NOTICE REQUIRED.. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,Yes
CCU,VECC,IN,KOLKATA,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.291944,1,99999,2.337244,Price valid for Civilian Aircraft operating internationally.  Domestic Flights and Military Flights incur different pricing structure and Local Charges.  Please ensure a minimum of 48 Hours Notice is provided to ensure smooth refueling ,No
*AF,VEDX,IN,WEST BENGAL,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,4.139710,1,99999,4.967652,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY AND ALL DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED // PLEASE NOTE HIGHER LOCAL CHARGE APPLIES FOR NON-MILITARY AIRCRAFT. ,No
GOP,VEGK,IN,GORAKHPUR,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.493709,1,99999,3.528647,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
GAU,VEGT,IN,GUWAHATI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.386484,1,999999,4.187387, ,No
GAU,VEGT,IN,GUWAHATI,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.281944,1,99999,2.436044,Price valid for Civilian Aircraft operating internationally.  Domestic Flights and Military Flights incur different pricing structure and Local Charges.  Please ensure a minimum of 48 Hours Notice is provided to ensure smooth refueling ,No
GAY,VEGY,IN,GAYA,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.391944,1,99999,2.437244,Price valid for Civilian Aircraft operating internationally.  Domestic Flights and Military Flights incur different pricing structure and Local Charges.  Please ensure a minimum of 48 Hours Notice is provided to ensure smooth refueling ,No
*MF,VEIM,IN,MANIPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.757664,1,99999,4.509197,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
JRG,VEJH,IN,JHARSUGA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.556581,1,99999,3.734410,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
JGB,VEJR,IN,CHHATTISGARH,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.414796,1,99999,3.551388,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
IXW,VEJS,IN,JAMSHEDPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.822766,1,99999,3.975677,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
JRH,VEJT,IN,ROWRIAH,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.564163,1,99999,4.407087,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
IXS,VEKU,IN,SILCHAR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.527984,1,99999,4.362352,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
AJL,VELP,IN,AIZAWL,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.886310,1,99999,4.663572,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
DIB,VEMN,IN,MOHANBARI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.488767,1,99999,4.313861,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
DMU,VEMR,IN,DIMAPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.608938,1,99999,3.825475,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
IXT,VEPG,IN,PASIGHAT,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.835048,1,99999,3.873398,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
PAT,VEPT,IN,PATNA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.568893,1,99999,3.711649,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
IXR,VERC,IN,RANCHI,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.434723,1,999999,3.846890,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
IXR,VERC,IN,RANCHI,INDIAN OIL CORPORATION,12/1/2022,Corporate,CALL,1,99999,CALL,"48HR NOTICE REQUIRED. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT, TAXES AND HIGHER PRICING. DOMESTIC TAXES PASSED THROUGH AS INCURRED. ",Yes
RPR,VERP,IN,CHHATTISGARH,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.446818,1,99999,3.584691,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
TEZ,VETZ,IN,TEZPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.769480,1,99999,4.660961,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
ZER,VEZO,IN,ZIRO,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.769558,1,99999,4.523469,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
CGP,VGEG,BD,CHITTAGONG,PADMA,1/8/2026,Corporate,2.424369,1,999999,2.424369,48 HR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR ADDITIONAL CHARGES. PRICING SUBJECT TO CHANGE AT ANY TIME. **NORMAL BUSINESS HOURS ARE FROM 0600HRS TO 2200HRS LOCAL TIME. AFTERHOURS REFUELLING IS POSSIBLE ON CASE TO CASE BASIS  UPON PRIOR INFORMATION AND APPROVAL** ,Yes
CGP,VGEG,BD,CHITTAGONG,PADMA - DOMESTIC,1/8/2026,Corporate,3.004964,1,999999,3.004964,"INTERNAL FLIGHTS ONLY. PRICE SUBJECT TO CHANGE AT ANY TIME. 24 HR NOTICE REQUIRED.
**NORMAL BUSINESS HOURS ARE FROM 0600HRS TO 2200HRS LOCAL TIME. AFTERHOURS REFUELLING IS POSSIBLE ON CASE TO CASE BASIS  UPON PRIOR INFORMATION AND APPROVAL** ",No
DAC,VGHS,BD,DHAKA - HAZRAT SHAHJALAL,PADMA,1/8/2026,Corporate,2.437169,1,999999,2.437169,24 HR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR ADDITIONAL CHARGES. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
DAC,VGHS,BD,DHAKA - HAZRAT SHAHJALAL,PADMA - DOMESTIC,1/8/2026,Corporate,3.017764,1,999999,3.017764,INTERNAL FLIGHTS ONLY. PRICE SUBJECT TO CHANGE AT ANY TIME. 24 HR NOTICE REQUIRED. ,No
ZYL,VGSY,BD,SYLHET,PADMA,1/8/2026,Corporate,2.424369,1,999999,2.424369,24 HR NOTICE REQUIRED. INTERNAL FLIGHTS INCUR ADDITIONAL CHARGES. PRICING SUBJECT TO CHANGE AT ANY TIME.**NORMAL BUSINESS HOURS ARE FROM 0600HRS TO 2200HRS LOCAL TIME. AFTERHOURS REFUELLING IS POSSIBLE ON CASE TO CASE BASIS  UPON PRIOR INFORMATION AND APPROVAL** ,Yes
ZYL,VGSY,BD,SYLHET,PADMA - DOMESTIC,1/8/2026,Corporate,3.004964,1,999999,3.004964,INTERNAL FLIGHTS ONLY. PRICE SUBJECT TO CHANGE AT ANY TIME. 24 HR NOTICE REQUIRED. **NORMAL BUSINESS HOURS ARE FROM 0600HRS TO 2200HRS LOCAL TIME. AFTERHOURS REFUELLING IS POSSIBLE ON CASE TO CASE BASIS  UPON PRIOR INFORMATION AND APPROVAL** ,No
HKG,VHHH,CN,HONG KONG,HKBAC,3/1/2026,Corporate,4.532500,1,7000,4.532500,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. INTERNAL FLIGHTS INCUR ADD'L TAXES. GA RAMP FUELINGS ONLY. AIRPORT CONSTRUCTION FEE PER PASSENGER ADDITIONAL: 180 HKD FOR LONG HAUL FLIGHTS AND 160 HKD FOR SHORT HAUL FLIGHTS. FLAT RATE PARKING FEE 240 HKD. ,Yes
HKG,VHHH,CN,HONG KONG,HKBAC,3/1/2026,Corporate,4.532500,7001,15000,4.532500,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. INTERNAL FLIGHTS INCUR ADD'L TAXES. GA RAMP FUELINGS ONLY. AIRPORT CONSTRUCTION FEE PER PASSENGER ADDITIONAL: 180 HKD FOR LONG HAUL FLIGHTS AND 160 HKD FOR SHORT HAUL FLIGHTS. FLAT RATE PARKING FEE 240 HKD. ,Yes
HKG,VHHH,CN,HONG KONG,HKBAC,3/1/2026,Corporate,4.532500,15001,30000,4.532500,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. INTERNAL FLIGHTS INCUR ADD'L TAXES. GA RAMP FUELINGS ONLY. AIRPORT CONSTRUCTION FEE PER PASSENGER ADDITIONAL: 180 HKD FOR LONG HAUL FLIGHTS AND 160 HKD FOR SHORT HAUL FLIGHTS. FLAT RATE PARKING FEE 240 HKD. ,Yes
HKG,VHHH,CN,HONG KONG,HKBAC,3/1/2026,Corporate,4.532500,30001,99999,4.532500,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. INTERNAL FLIGHTS INCUR ADD'L TAXES. GA RAMP FUELINGS ONLY. AIRPORT CONSTRUCTION FEE PER PASSENGER ADDITIONAL: 180 HKD FOR LONG HAUL FLIGHTS AND 160 HKD FOR SHORT HAUL FLIGHTS. FLAT RATE PARKING FEE 240 HKD. ,Yes
HKG,VHHH,CN,HONG KONG,HKBAC - DOMESTIC,3/1/2026,Corporate,7.772500,1,99999,7.772500,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND IS SUBJECT TO CHANGE AT ANY TIME. GA RAMP FUELINGS ONLY. AIRPORT CONSTRUCTION FEE PER PASSENGER ADDITIONAL: 180 HKD FOR LONG HAUL FLIGHTS AND 160 HKD FOR SHORT HAUL FLIGHTS. FLAT RATE PARKING FEE 240 HKD. ,No
AGR,VIAG,IN,AGRA,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.424541,1,99999,3.516760,"48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME.
INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
ATQ,VIAR,IN,AMRITSAR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.249527,1,999999,3.714210,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
ATQ,VIAR,IN,AMRITSAR,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.271944,1,99999,2.317244,Price valid for Civilian Aircraft operating internationally.  Domestic Flights and Military Flights incur different pricing structure and Local Charges.  Please ensure a minimum of 48 Hours Notice is provided to ensure smooth refueling ,No
VIA,VIAX,IN,ADAMPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.509659,1,99999,4.316880,48HR NOTICE REQUIRED. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
BKB,VIBK,IN,Bikaner,HP Aviation,3/1/2026,Corporate,3.011177,1,999999,4.311704, ,No
BUP,VIBT,IN,PUNJAB,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.571023,1,999999,4.070966,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
BEK,VIBY,IN,BAREILLY,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.406837,1,99999,3.440905,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
IXC,VICG,IN,CHANDIGARH,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.678021,1,999999,4.413625,"DOMESTIC FLGHTS ONLY, ",No
IXC,VICG,IN,CHANDIGARH,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.341944,1,99999,2.387244,PRICE VALID FOR CIVILIAN AIRCRAFT OPERATING INTERNATIONALLY.  DOMESTIC FLIGHTS AND MILITARY FLIGHTS INCUR DIFFERENT PRICING STRUCTURE AND LOCAL CHARGES.  PLEASE ENSURE A MINIMUM OF 48 HOURS NOTICE IS PROVIDED TO ENSURE SMOOTH REFUELING ,No
KNU,VICX,IN,KANPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.435092,1,999999,3.435092,DOMESTIC FLIGHT INCLUDES 1% VAT ,No
DED,VIDN,IN,DEHRADUN,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.431123,1,99999,3.499746,"48HR NOTICE REQUIRED. DOMESTIC FLIGHTS ONLY. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
DEL,VIDP,IN,DELHI,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.161944,1,99999,2.233742,PRICE VALID FOR CIVILIAN AIRCRAFT OPERATING INTERNATIONALLY.  DOMESTIC FLIGHTS AND MILITARY FLIGHTS INCUR DIFFERENT PRICING STRUCTURE AND LOCAL CHARGES.  PLEASE ENSURE A MINIMUM OF 48 HOURS NOTICE IS PROVIDED TO ENSURE SMOOTH REFUELING. ,No
DEL,VIDP,IN,DELHI,IOC - DOMESTIC - DELHI T3,3/1/2026,Corporate,3.280529,1,99999,4.100661,"48HR NOTICE REQUIRED.. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",Yes
IDX,VIDX,IN,HINDON,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.373093,1,99999,3.406824,"48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
GWL,VIGR,IN,GWALIOR,BHARAT PETROLEUM,2/13/2026,Corporate,3.178400,1,99999,3.178400,"DOMESTIC FUEL ONLY. SALES TAX IS PASSED THROUGH AS INCURRED. 4% VAT APPLIES.
INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",Yes
JDH,VIJO,IN,JODHPUR,Indian Oil Corporation– Jet A1,3/1/2026,Corporate,4.323179,1,99999,4.323179,JETA1 PRICE // 48HR NOTICE REQUIRED // SALES TAX APPLIES ON ALL FLIGHTS. 26% VAT FOR DOMESTIC AND DEFENCE FLIGHTS. ,No
JAI,VIJP,IN,JAIPUR,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.333515,1,99999,4.200229,"DOMESTIC FLIGHT ONLY 26% VAT APPLIES FOR ALL DOMESTIC FLIGHTS. INTERNAL, MILITARY/GOVT. FLIGHTS AND A/C NOT REGISTERED IN ICAO MEMBER COUNTRY INCUR VAT AND HIGHER PRICING. ",No
JAI,VIJP,IN,JAIPUR,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.231944,1,99999,2.386044,PRICE VALID FOR CIVILIAN AIRCRAFT OPERATING INTERNATIONALLY.  DOMESTIC FLIGHTS AND MILITARY FLIGHTS INCUR DIFFERENT PRICING STRUCTURE AND LOCAL CHARGES.  PLEASE ENSURE A MINIMUM OF 48 HOURS NOTICE IS PROVIDED TO ENSURE SMOOTH REFUELING ,No
JSA,VIJR,IN,JAISALMER,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.621052,1,99999,4.562526,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,No
IXJ,VIJU,IN,JAMMU,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.283311,1,99999,3.447476,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME. ,Yes
LKO,VILK,IN,LUCKNOW,INDIAN OIL - DOMESTIC FLIGHT,3/1/2026,Corporate,3.408687,1,999999,3.442774,48HR NOTICE REQUIRED. DOMESTIC FLIGHT PRICE. DOMESTIC TAXES PASSED THROUGH AS INCURRED. PRICE SUBJECT TO CHANGE AT ANY TIME. ,No
LKO,VILK,IN,LUCKNOW,INDIAN OIL CORPORATION - CIVILIAN AIRCRAFT - INTL,3/1/2026,Corporate,2.221944,1,99999,2.376044,PRICE VALID FOR CIVILIAN AIRCRAFT OPERATING INTERNATIONALLY.  DOMESTIC FLIGHTS AND MILITARY FLIGHTS INCUR DIFFERENT PRICING STRUCTURE AND LOCAL CHARGES.  PLEASE ENSURE A MINIMUM OF 48 HOURS NOTICE IS PROVIDED TO ENSURE SMOOTH REFUELING ,No
IXP,VIPK,IN,DHAMTAL/PATHANKOTT,INDIAN OIL CORPORATION,3/1/2026,Corporate,3.427773,1,99999,4.027634,48HR NOTICE REQUIRED. DOMESTIC FUEL ONLY. DOMESTIC TAXES ARE PASSED THROUGH AS INCURRED. PRICING SUBJECT TO CHANGE AT ANY TIME.VAT 17.5% or Rs13.5 per liter whichever is greater. ,Yes
