Auto.,STATE,CITY,ICAO,IATA,Fixed Base Operator,,FROM,TO,PRICE,EFF DATE,PREAUTH,FBO FAX,FBO WEBSITE,AGENT FOT,AVFUEL CONTACT INFO,AVFUEL CF PHONE,AVFUEL WEBSITE,PRODUCT,NOTES,SUB-ACCOUNT,TAIL NUMBER
No,IL,Monee,KC56,C56,"Ramirez Aviation",,"1","99999",5.1069 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IL,Savoy,KCMI,CMI,"Flightstar",,"1","250",5.8790 ,3/3/2026,T,2173519843,www.flightstar.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Savoy,KCMI,CMI,"Flightstar",,"251","500",5.7197 ,3/3/2026,T,2173519843,www.flightstar.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Savoy,KCMI,CMI,"Flightstar",,"501","1000",5.5603 ,3/3/2026,T,2173519843,www.flightstar.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Savoy,KCMI,CMI,"Flightstar",,"1001","99999",5.3478 ,3/3/2026,T,2173519843,www.flightstar.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Cahokia,KCPS,CPS,"Jet Aviation - CPS",,"1","750",6.2940 ,3/3/2026,T,6186468861,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Uplifts under 500USG will process as retail.,,
No,IL,Cahokia,KCPS,CPS,"Jet Aviation - CPS",,"751","1500",6.0277 ,3/3/2026,T,6186468861,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Uplifts under 500USG will process as retail.,,
No,IL,Cahokia,KCPS,CPS,"Jet Aviation - CPS",,"1501","3000",5.7615 ,3/3/2026,T,6186468861,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Uplifts under 500USG will process as retail.,,
No,IL,Cahokia,KCPS,CPS,"Jet Aviation - CPS",,"3001","99999",5.4952 ,3/3/2026,T,6186468861,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Uplifts under 500USG will process as retail.,,
No,IL,Murphysboro,KMDH,MDH,"Flightline",,"1","149",5.0667 ,3/3/2026,T,6185294549,www.siairport.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IL,Murphysboro,KMDH,MDH,"Flightline",,"150","299",4.9605 ,3/3/2026,T,6185294549,www.siairport.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IL,Murphysboro,KMDH,MDH,"Flightline",,"300","99999",4.8542 ,3/3/2026,T,6185294549,www.siairport.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IL,Chicago,KMDW,MDW,"Atlantic Aviation - MDW",,"1","200",6.9588 ,3/3/2026,T,7735821047,www.atlanticaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Chicago,KMDW,MDW,"Atlantic Aviation - MDW",,"201","400",6.8688 ,3/3/2026,T,7735821047,www.atlanticaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Chicago,KMDW,MDW,"Atlantic Aviation - MDW",,"401","600",6.7888 ,3/3/2026,T,7735821047,www.atlanticaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Chicago,KMDW,MDW,"Atlantic Aviation - MDW",,"601","800",6.6988 ,3/3/2026,T,7735821047,www.atlanticaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Chicago,KMDW,MDW,"Atlantic Aviation - MDW",,"801","1000",6.6088 ,3/3/2026,T,7735821047,www.atlanticaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Chicago,KMDW,MDW,"Atlantic Aviation - MDW",,"1001","99999",6.5288 ,3/3/2026,T,7735821047,www.atlanticaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Chicago,KMDW,MDW,"Signature Aviation - MDW",,"1","500",7.0395 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IL,Chicago,KMDW,MDW,"Signature Aviation - MDW",,"501","1200",6.8695 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IL,Chicago,KMDW,MDW,"Signature Aviation - MDW",,"1201","99999",6.6295 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IL,Chicago,KORD,ORD,"Signature Aviation - ORD",,"1","99999",8.9346 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IL,Peoria,KPIA,PIA,"Byerly Aviation",,"1","299",6.2394 ,3/3/2026,T,3096976314,www.byerlyaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Pricing at PIA updates daily,,
No,IL,Peoria,KPIA,PIA,"Byerly Aviation",,"300","499",6.1331 ,3/3/2026,T,3096976314,www.byerlyaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Pricing at PIA updates daily,,
No,IL,Peoria,KPIA,PIA,"Byerly Aviation",,"500","999",6.0269 ,3/3/2026,T,3096976314,www.byerlyaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Pricing at PIA updates daily,,
No,IL,Peoria,KPIA,PIA,"Byerly Aviation",,"1000","1999",5.8144 ,3/3/2026,T,3096976314,www.byerlyaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Pricing at PIA updates daily,,
No,IL,Peoria,KPIA,PIA,"Byerly Aviation",,"2000","99999",5.5487 ,3/3/2026,T,3096976314,www.byerlyaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Pricing at PIA updates daily,,
No,IL,Wheeling,KPWK,PWK,"Atlantic Aviation - PWK",,"1","200",7.0051 ,3/4/2026,T,8473251189,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Wheeling,KPWK,PWK,"Atlantic Aviation - PWK",,"201","400",6.8451 ,3/4/2026,T,8473251189,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Wheeling,KPWK,PWK,"Atlantic Aviation - PWK",,"401","600",6.6951 ,3/4/2026,T,8473251189,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Wheeling,KPWK,PWK,"Atlantic Aviation - PWK",,"601","99999",6.5351 ,3/4/2026,T,8473251189,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"1","300",7.7535 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"301","400",7.7035 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"401","500",7.6535 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"501","600",7.5535 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"601","700",7.3535 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"701","800",7.2035 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"801","1000",6.9535 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Wheeling,KPWK,PWK,"Hawthorne Global Aviation Services - PWK",,"1001","99999",6.7035 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Rockford,KRFD,RFD,"Emery Air  Inc.",,"1","249",6.6808 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Rockford,KRFD,RFD,"Emery Air  Inc.",,"250","499",6.4308 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Rockford,KRFD,RFD,"Emery Air  Inc.",,"500","749",6.1808 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IL,Rockford,KRFD,RFD,"Emery Air  Inc.",,"750","99999",5.9808 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IL,Springfield,KSPI,SPI,"Stellar Aviation",,"1","99999",5.8154 ,3/3/2026,T,2175235084,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,(Fly Louie Alliance),,
No,IL,Waukegan,KUGN,UGN,"Signature Aviation - UGN",,"1","500",7.9946 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IL,Waukegan,KUGN,UGN,"Signature Aviation - UGN",,"501","1200",7.9188 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IL,Waukegan,KUGN,UGN,"Signature Aviation - UGN",,"1201","99999",7.8106 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IN,Bloomington,KBMG,BMG,"Cook Aviation",,"1","500",4.0348 ,3/3/2026,T,8128253701,www.cookaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Bloomington,KBMG,BMG,"Cook Aviation",,"501","1000",3.9648 ,3/3/2026,T,8128253701,www.cookaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Bloomington,KBMG,BMG,"Cook Aviation",,"1001","99999",3.9248 ,3/3/2026,T,8128253701,www.cookaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Plymouth,KC65,C65,"City of Plymouth",,"1","99999",4.2706 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Evansville,KEVV,EVV,"United Companies Air Center",,"84","99999",5.7872 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,$200 flat into wing rate will be applied to GA uplifts under 84 gallons.,,
No,IN,Indianapolis,KEYE,EYE,"Jet Access",,"1","300",4.9036 ,3/3/2026,T,3172991061,https://www.flyjetaccess.com/fbo-locations/eagle-creek-airport-eye/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Indianapolis,KEYE,EYE,"Jet Access",,"301","500",4.8036 ,3/3/2026,T,3172991061,https://www.flyjetaccess.com/fbo-locations/eagle-creek-airport-eye/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Indianapolis,KEYE,EYE,"Jet Access",,"501","99999",4.6036 ,3/3/2026,T,3172991061,https://www.flyjetaccess.com/fbo-locations/eagle-creek-airport-eye/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Frankfort,KFKR,FKR,"Jet Access",,"1","500",4.8213 ,3/3/2026,T,7656545979,https://www.flyjetaccess.com/fbo-locations/frankfort-regional-airport-fkr/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Frankfort,KFKR,FKR,"Jet Access",,"501","1000",4.7213 ,3/3/2026,T,7656545979,https://www.flyjetaccess.com/fbo-locations/frankfort-regional-airport-fkr/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Frankfort,KFKR,FKR,"Jet Access",,"1001","99999",4.5713 ,3/3/2026,T,7656545979,https://www.flyjetaccess.com/fbo-locations/frankfort-regional-airport-fkr/,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Fort Wayne,KFWA,FWA,"Fort Wayne Aero Center",,"1","300",5.5676 ,3/3/2026,T,2604222453,www.fwaerocenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Fort Wayne,KFWA,FWA,"Fort Wayne Aero Center",,"301","500",5.4676 ,3/3/2026,T,2604222453,www.fwaerocenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Fort Wayne,KFWA,FWA,"Fort Wayne Aero Center",,"501","1000",5.3676 ,3/3/2026,T,2604222453,www.fwaerocenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Fort Wayne,KFWA,FWA,"Fort Wayne Aero Center",,"1001","1500",5.2676 ,3/3/2026,T,2604222453,www.fwaerocenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Fort Wayne,KFWA,FWA,"Fort Wayne Aero Center",,"1501","99999",5.1676 ,3/3/2026,T,2604222453,www.fwaerocenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Goshen,KGSH,GSH,"Sweet Aviation",,"1","249",5.0164 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Goshen,KGSH,GSH,"Sweet Aviation",,"250","749",4.7664 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Goshen,KGSH,GSH,"Sweet Aviation",,"750","99999",4.5164 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Peru,KGUS,GUS,"Miami County Aviation",,"1","99999",4.7382 ,3/3/2026,T,7656898526,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Auburn,KGWB,GWB,"Sweet Aviation - GWB",,"1","250",4.9952 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Auburn,KGWB,GWB,"Sweet Aviation - GWB",,"251","500",4.7452 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Auburn,KGWB,GWB,"Sweet Aviation - GWB",,"501","99999",4.4952 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Gary,KGYY,GYY,"Gary Jet Center",,"1","199",4.8733 ,3/3/2026,T,2199448232,www.garyjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Gary,KGYY,GYY,"Gary Jet Center",,"200","499",4.8233 ,3/3/2026,T,2199448232,www.garyjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Gary,KGYY,GYY,"Gary Jet Center",,"500","750",4.7733 ,3/3/2026,T,2199448232,www.garyjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Gary,KGYY,GYY,"Gary Jet Center",,"751","999",4.6233 ,3/3/2026,T,2199448232,www.garyjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Gary,KGYY,GYY,"Gary Jet Center",,"1000","99999",4.4733 ,3/3/2026,T,2199448232,www.garyjetcenter.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Terre Haute,KHUF,HUF,"Hoosier Aviation",,"1","250",6.0991 ,3/3/2026,T,8128777501,www.hoosieraviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Terre Haute,KHUF,HUF,"Hoosier Aviation",,"251","500",5.8491 ,3/3/2026,T,8128777501,www.hoosieraviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Terre Haute,KHUF,HUF,"Hoosier Aviation",,"501","1000",5.5991 ,3/3/2026,T,8128777501,www.hoosieraviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Terre Haute,KHUF,HUF,"Hoosier Aviation",,"1001","2000",5.3491 ,3/3/2026,T,8128777501,www.hoosieraviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,Terre Haute,KHUF,HUF,"Hoosier Aviation",,"2001","99999",5.0991 ,3/3/2026,T,8128777501,www.hoosieraviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
Yes,IN,Indianapolis,KIND,IND,"Million Air - IND",,"1","500",6.2476 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IN,Indianapolis,KIND,IND,"Million Air - IND",,"501","1000",6.1976 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IN,Indianapolis,KIND,IND,"Million Air - IND",,"1001","99999",6.0176 ,3/3/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Indianapolis,KIND,IND,"Signature Aviation - IND",,"1","300",6.7104 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IN,Indianapolis,KIND,IND,"Signature Aviation - IND",,"301","1200",6.6104 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IN,Indianapolis,KIND,IND,"Signature Aviation - IND",,"1201","99999",6.4104 ,3/4/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
No,IN,Sellersburg,KJVY,JVY,"Aircraft Specialists",,"1","99999",4.6755 ,3/3/2026,T,8122464365,www.chooseasi.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Muncie,KMIE,MIE,"Muncie Aviation",,"1","99999",5.6935 ,3/3/2026,T,7652840199,www.muncieaviation.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,DC-9 and larger aircraft only,,
Yes,IN,Greenfield,KMQJ,MQJ,"Jet Access - MQJ",,"1","499",5.7392 ,3/3/2026,F,3173352073,www.indyaero.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IN,Greenfield,KMQJ,MQJ,"Jet Access - MQJ",,"500","999",5.6392 ,3/3/2026,F,3173352073,www.indyaero.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IN,Greenfield,KMQJ,MQJ,"Jet Access - MQJ",,"1000","1499",5.4892 ,3/3/2026,F,3173352073,www.indyaero.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
Yes,IN,Greenfield,KMQJ,MQJ,"Jet Access - MQJ",,"1500","99999",5.2892 ,3/3/2026,F,3173352073,www.indyaero.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Kokomo,KOKK,OKK,"Kokomo Municipal Airport",,"1","99999",4.6561 ,3/3/2026,T,7658540242,www.cityofkokomo.org,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,IN,South Bend,KSBN,SBN,"Atlantic Aviation - SBN",,"1","200",6.1727 ,3/3/2026,T,5742334625,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,South Bend,KSBN,SBN,"Atlantic Aviation - SBN",,"201","400",5.8727 ,3/3/2026,T,5742334625,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,South Bend,KSBN,SBN,"Atlantic Aviation - SBN",,"401","600",5.5827 ,3/3/2026,T,5742334625,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,South Bend,KSBN,SBN,"Atlantic Aviation - SBN",,"601","800",5.2827 ,3/3/2026,T,5742334625,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,South Bend,KSBN,SBN,"Atlantic Aviation - SBN",,"801","99999",4.9827 ,3/3/2026,T,5742334625,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Zionsville,KTYQ,TYQ,"Jet Access",,"1","500",5.4884 ,3/3/2026,T,3177693207,https://www.flyjetaccess.com/fbo-locations/indianapolis-executive-airport-t,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Zionsville,KTYQ,TYQ,"Jet Access",,"501","1000",5.3884 ,3/3/2026,T,3177693207,https://www.flyjetaccess.com/fbo-locations/indianapolis-executive-airport-t,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Zionsville,KTYQ,TYQ,"Jet Access",,"1001","1500",5.2384 ,3/3/2026,T,3177693207,https://www.flyjetaccess.com/fbo-locations/indianapolis-executive-airport-t,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,IN,Zionsville,KTYQ,TYQ,"Jet Access",,"1501","99999",5.0384 ,3/3/2026,T,3177693207,https://www.flyjetaccess.com/fbo-locations/indianapolis-executive-airport-t,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,,,
No,KS,Newton,KEWK,EWK,"Metro North Flight Support",,"1","500",4.0840 ,3/3/2026,T,,flyewk.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Newton,KEWK,EWK,"Metro North Flight Support",,"501","1500",4.0298 ,3/3/2026,T,,flyewk.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Newton,KEWK,EWK,"Metro North Flight Support",,"1501","99999",3.9755 ,3/3/2026,T,,flyewk.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Fort Scott,KFSK,FSK,"Fort Scott Municipal Airport",,"1","99999",4.1999 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Garden City,KGCK,GCK,"Crosby Flying Services",,"1","500",4.9300 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,(Fly Louie Alliance),,
No,KS,Garden City,KGCK,GCK,"Crosby Flying Services",,"501","99999",4.7144 ,3/3/2026,T,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,(Fly Louie Alliance),,
No,KS,Hutchinson,KHUT,HUT,"Wells Aircraft",,"1","100",5.4677 ,3/3/2026,T,6206639548,www.wellsac.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Hutchinson,KHUT,HUT,"Wells Aircraft",,"101","200",5.2512 ,3/3/2026,T,6206639548,www.wellsac.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Hutchinson,KHUT,HUT,"Wells Aircraft",,"201","400",5.1429 ,3/3/2026,T,6206639548,www.wellsac.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
No,KS,Hutchinson,KHUT,HUT,"Wells Aircraft",,"401","99999",5.0347 ,3/3/2026,T,6206639548,www.wellsac.com,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet w/ Additive,,,
Yes,KS,Wichita,KICT,ICT,"Signature Aviation - ICT",,"1","300",5.5163 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,KS,Wichita,KICT,ICT,"Signature Aviation - ICT",,"301","1200",5.3658 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
Yes,KS,Wichita,KICT,ICT,"Signature Aviation - ICT",,"1201","99999",5.1723 ,3/4/2026,F,,,Corporate Configure Accepted,contractfuel@avfuel.com,800-466-2778,www.avfuel.com,Jet,Prices are subject to change without notice,,
