ICAO,FBO,TIER,PRICE,NAME,
LIRQ,CARBOIL SRL (FUEL ONLY),1,5.91475,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.For refueling below 1.000 liters where the into plane is Carboil the flat rate is 5000 ?/OPS. 150 EURO CALLOUT FEE APPLIES FOR AFTER HOURS FUELINGS. 150 EURO NO FUEL APPLIES WHEN FUELING IS REQUESTED AND DOES NOT OCCUR. 8 EURO CUSTOMS OVERTIME FEE MAY APPLY FOR DESTINATIONS OUTSIDE OF EU.MOT MAY APPLY TO SAN MARINOREGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.,
LIRU,GHIGI FBO (FUEL ONLY),1,7.65742,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.CANCELLATIONS MUST BE MADE AT LEAST 5 HOURS BEFORE THE SCHEDULED LANDING OR 50 EURO CANCELLATION FEE APPLIES. 10 EUR HOOK-UP FEE. 150 EUR OUT OF HOURS FEE WHEN APPLICABLE. UPLIFTS < 1000 LTRS INCUR 50 EUR LOW UPLIFT FEE.MOT MAY APPLY TO SAN MARINOREGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED. Commercial/international flights. AOC must be shown at the time of the uplift. Excise duty will be applied to private/domestic/non-commercial flights.,
LIRZ,AIR BP ITALIA (FUEL ONLY),1,7.09513,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. CANNOT OFFER VAT FREE FUEL. 10 EUR HOOK-UP FEE AIRPORT OPERATING HOURS: 0800 - 2000 LCL. 50 EUR NO UPLIFT FEE WHEN APPLICABLE. 13.5 EUR CUSTOMS OVERTIME APPLICABLE IF REFUELING EFFECTED OUT OF CUSTOMS OPERATIONAL HOURS. 180 EUR OUT OF HOURS FEE.50 EUR SMALL UPLIFT FEE LESS THAN 1000 LTS.MOT MAY APPLY TO SAN MARINOREGISTERED AIRCRAFT UNLESS A VALID EXEMPTION LETTER IS PRESENTED.,
LJLJ,PETROL DD,1,6.95474,AOC must be provided at prior to/at the time of fuelling to exempt taxes. Excise duty CO2  Tax and VAT are applicable on private and domestic flights. No Fuel fee : 100 EUR/Lift  Low Uplift fee: 0-500 litres 54 EUR/Uplift  Low Uplift fee 500-1000 litres:27 EUR/Uplift  Out Of Hours No Fuel fee ( 11p.m  5a.m) : 250 EUR/Lift  (Delivery had not been cancelled until 6p.m of the working day prior to the scheduled date of supply.),
LJMB,AVIOSERVIS MARIBOR (PETROL D.D.) (FUEL ONLY),1,6.92355,AOC must be provided at prior to/at the time of fuelling to exempt taxes. Excise duty CO2  Tax and VAT are applicable on private and domestic flights.,
LJPZ,AVIOSERVIS PORTOROZ (PETROL D.D.) (FUEL ONLY),1,7.09222,AOC must be provided at prior to/at the time of fuelling to exempt taxes. Excise duty CO2  Tax and VAT are applicable on private and domestic flights.,
LKKV,AIR TOTAL (FUEL ONLY),1,6.88681,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. COMMERCIAL OPERATORS MAY BE EXEMPT TAX WITH PROPER DOCUMENTATION.Private and domestic flights subject to excise tax.,
LKMT,BALTIC GROUND SERVICES (FUEL ONLY),1,6.78628,*FUEL LIMIT AND SHORTAGE IN EFFECT. PLEASE SEND REQUESTS WITH MINIMUM 12 HOURS ADVANCE NOTICE AND UPLIFT AMOUNT FOR CONFIRMATION. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. COMMERCIAL OPERATORS MAY BE EXEMPT TAX WITH PROPER DOCUMENTATION.Private and domestic flights subject to excise tax.,
LKPD,EAST BOHEMIAN AIRPORT LTD,1,7.57356,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY AND FLUCTUATES WITH DAILY EXCHANGE RATES. AIRPORT CLOSES ON MONDAY'S DURING WINTER MONTHS. OPERATING HOURS FOR OTHER DAYS: 0630Z-1830Z. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. Private and domestic flights subject to excise tax.,
LKPR,CZECH AIRLINES HANDLING A.S.,1,5.93417,?Uplifts less than 1000 liters: 60.000 USD/service. Zero Uplift fee: 60.00 USD/Service. Aircraft defueling fee at the apron: 300.00 USD/service. Aircraft defueling/refueling fee in the maintenance area: 650.000 USD/service. Product storage after defueling: 300.000 USD/Day max product storage period after defueling: 5 Days. Refueling at GA apron: 60.00 USD net per service. Private and domestic flights subject to excise tax. AOC DOCUMENT MUST BE PROVIDED AT THE TIME OF FUEL ORDER TO AVOID MOT CHARGES. Opening hours: 24 h,
LKTB,SHELL CZECH REPUBLIC (FUEL ONLY),1,7.69965,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. $30 USD HOOKUP FEE. $30 USD SMALL UPLIFT FEE FOR < 1000 LTRS. 1000 CZK OVERWING FEE WHEN APPLICABLE. COMMERCIAL OPERATORS MAY BE EXEMPT TAX WITH PROPER DOCS. DEFUELLING FEE OF 15000 CZK PER EVENT. Private and domestic flights subject to excise tax.,
LKVO,TWIN TRANS SRO (FUEL ONLY),1,8.06960,SUBJECT TO CHANGE AT ANY TIME.Private and domestic flights subject to excise tax.,
LLBG,MERCURY AVIATION/SKYTANKING (FUEL ONLY),1,2.89430,,
LLER,PAZ AVIATION SERVICES,1,3.80945,48 HOUR NOTICE REQUIRED. PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY.,
LMML,ENEMED LTD (FUEL ONLY),1,6.58883,PART 91 ONLY PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. DOMESTIC FLIGHTS INCUR DUTY TAX. A SERVICE CHARGE OF 100 EUR WILL APPLY FOR UPLIFTS < 100 LITERS.18% VAT APPLIES TO PRIVATE FLIGHTS OUTSIDE THE EU AOC CERTIFICATE MUST BE PROVIDED AT THE TIME OF ORDER TO EXEMPT EXCISE DUTY AND VAT.   FOR FLIGHTS WHICH DESTINATION IS WITHIN EU AN AOC IS TO BE PROVIDED.  IF NO AOC IS PROVIDED LOCAL CHARGES AND TAXES WILL BE PASSED THROUGH AS INCURRED BY AEG     FOR FLIGHTS WITH DESTINATION OUTSIDE EU DUTY FEES ONLY ARE EXEMPTED.  FOR VAT EXEMPTION AIRLINE MUST SHOW THE AOC TO PROVE THAT FLIGHT IS A COMMERCIAL AIRLINE OPERATOR FOR CONSIDERATION PRIMARY FOR THE INTERNATIONAL CARRIAGE OF GOODS AND/OR PASSENGERS,
LNMC,DIRECTION AVIATION CIVILE HELIPORT,1,11.03876,PRICE SUBJECT TO CHANGE AT ANY TIME.,
LOWG,AIR BP (FUEL ONLY),1,9.95015,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10EUR HOOKUP FEE. VOL < 60 LTS 15 EUR/LIFT. 150 EUR OUT OF HOURS CHARGE WHEN APPLICABLE. PRE-CLEARANCE REQ'D FOR INITIAL UPLIFTS THROUGH THIS SUPPLIER. GLOBAL PERMIT REGISTRATION MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. NO FUEL FEE 100EUR/ UPLIFT. GA RAMP INCURS ADDITIONAL/DIFFERENT MINIMUM UPLIFT FEE NO FUEL FEE OUT OF HOURS FEE 50 EUR/HR OVERTIME FEE WHEN APPLICABLE. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
LOWI,AIR BP FUEL (FUEL ONLY),1,9.87823,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 10.41 USD HOOKUP FEE. VOL < 60 LTS 25 EUR/LIFT. 150 EUR OUT OF HOURS CHARGE WHEN APPLICABLE. GLOBAL PERMIT REGISTRATION MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. GA RAMP INCURS ADDITIONAL/DIFFERENT MINIMUM UPLIFT FEE 100 EUR NO FUEL FEE150 EUR.HR OUT OF HOURS FEE 50 OVERTIME FEE WHEN APPLICABLE. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS. We should add (for Germany Switzerland and Austria): IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
LOWL,AFS AVIATION FUEL SERVICES GMBH (FUEL ONLY),1,7.15808,60 EUR HOOKUP FEE. REFUELLINGS OUTSIDE OF STANDARD OPENING HOURS 350 EUR/LIFT. 20 EUR LOW VOLUME FEE FOR <300 LITERS. NO FUEL FEE 60 EUR/LIFT.  GLOBAL PERMIT REGISTRATION AND AOC MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS THERE WILL BE NO APPLICABLE ENERGY EFFICIENCY LAW (EEffG) FEE IN AUSTRIA FOR THE TIME BEING. THEREFORE STARTING 01.01.2021 THIS FEE WILL NOT BE INVOICED UNTILL FURTHER LEGAL PROVISIONS REGARDING EEffG  WILL BE IMPLEMENTED BY THE AUSTRIAN AUTHORITIES. WE WILL KEEP YOU INFORMED REGARDING FURTHER LEGAL CHANGES IN AUSTRIA REGARDING EEffG LAW. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY  Opening hours: 05:00 h  22:00 h. For refuellings outside the standard program of operations there will be an additional charge of EUR 350 per refuelling. Application for refuelling outside opening time: at least 2 hours in advance.,
LOWS,SALZBURG FUELLING GMBH (FUEL ONLY),1,6.72590,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY. 35 EUR SMALL UPLIFT CHARGE < 1000LTRS. GLOBAL PERMIT REGISTRATION AND AOC MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. 60 EUR HOOK UP FEE. NO FUEL FEE 60 EUR/LIFT NOZZLE FEE 35 EUR/LIFT. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS THERE WILL BE NO APPLICABLE ENERGY EFFICIENCY LAW (EEffG) FEE IN AUSTRIA FOR THE TIME BEING. THEREFORE STARTING 01.01.2021 THIS FEE WILL NOT BE INVOICED UNTILL FURTHER LEGAL PROVISIONS REGARDING EEffG  WILL BE IMPLEMENTED BY THE AUSTRIAN AUTHORITIES. WE WILL KEEP YOU INFORMED REGARDING FURTHER LEGAL CHANGES IN AUSTRIA REGARDING EEffG LAW. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY,
LOWW,ARC - AIRCRAFT REFUELLING CO. GMBH (FUEL ONLY),1,6.63008,GA APRON PARKING. 95 EURO HOOKUP FEE. 30 EURO NO FUEL FEE. 30 EUR LOW VOLUME FEE FOR <1000 LITERS. GLOBAL PERMIT REGISTRATION AND AOC MUST BE PROVIDED BEFORE FUELING FOR MOT EXEMPTION. 0.0771 EUR/LTR CO2 TAX APPLICABLE FOR FLIGHTS THAT GET CHARGED MOT AND WILL NOT BE CHARGED FOR COMMERCIAL FLIGHTS. THERE WILL BE NO APPLICABLE ENERGY EFFICIENCY LAW (EEffG) FEE IN AUSTRIA FOR THE TIME BEING. THEREFORE STARTING 01.01.2021 THIS FEE WILL NOT BE INVOICED UNTILL FURTHER LEGAL PROVISIONS REGARDING EEffG  WILL BE IMPLEMENTED BY THE AUSTRIAN AUTHORITIES. WE WILL KEEP YOU INFORMED REGARDING FURTHER LEGAL CHANGES IN AUSTRIA REGARDING EEffG LAW. IF MOT IS CHARGED BY THE SUPPLIER AEG CANNOT DISPUTE; THE CUSTOMER MUST DISPUTE MOT WITH THE RELEVANT TAX AUTHORITY Opening hours: 24 h,
LPAZ,REPSOL (FUEL ONLY),1,6.31833,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. Opening hours 08H00 - 20H00 Overtime fee 110 EUR/uplift,
LPBJ,PETROGAL SA (FUEL ONLY),1,6.76332,48HR NOTICE REQUIRED. OPEN ONLY ON WORKING DAYS FUEL REQUEST FOR NON-WORKING DAYS WITH 72 HOURS PRE NOTICE. CANNOT FUEL ON MILITARY SIDE. 23 EURO HOOKUP FEE.COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 700 EURO FEE FOR OPERATION ON WEEKENDS AND HOLIDAYS. 110 EURO OVERTIME FEE OUTSIDE OF BUSINESS HOURS (0530L-0830L). ONLY ON CIVIL SIDE OF THE AIRPORT. OPENING HOURS: MON-FRI 08H30  17H30. NO FUEL PENALTY 700 EUR/OPERATION,
LPCS,AIR BP PORTUGAL (FUEL ONLY),1,12.26846,17.95 EURO CUSTOMS CHARGE PER UPLIFT. 350 EURO OVERTIME FEE WHEN APPLICABLE. OPENING HOURS FROM DAWN - DUSK. AN ADDITIONAL EXCISE TAX OF 368.85 EUR/M3 APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 34.44 EUR NO UPLIFT FEE. CUSTOMS OVERTIME FEE OF 34.45 EUR/UPLIFT MAY APPLY.,
LPFR,AIR BP PORTUGAL PNR (FUEL ONLY),1,6.75173,GENERAL AVIATION AND MILITARY FUELINGS. 38.08 GA EURO HOOKUP FEE. 396.23 EUR/M3 ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 17.95 EUR/UPLIFT CUSTOMS SURCHARGE ADDITIONAL. 219.35 EURO OVERTIME FEE WHEN APPLICABLE. 98.4 EUR NO UPLIFT FEE. 27.68 EUR/CM OVERWING FEE AS APPLICABLE. IATA LEVEL III   49.2 EUR/UPLIFT,
LPHR,SAAGA (FUEL ONLY),1,6.31833,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING.  110 EURO OVERTIME FEE WHEN APPLICABLE. Opening hours 08H00 - 17H30-Overtime,
LPLA,PETROGAL/GALP (FUEL ONLY),1,6.07689,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING.  Opening hours 07H00 - 23H00 Overtime fee 110 Eur/uplift,
LPMA,REPSOL (FUEL ONLY),1,6.37140,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION.ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. AIRPORT IS OPEN 24H.,
LPPD,AIR BP PORTUGAL (FUEL ONLY),1,5.37071,GENERAL AVIATION AND MILITARY FUELINGS. 24.59 EUR GA HOOKUP FEE. 300 EUR/M3 ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 17.95 EUR/UPLIFT CUSTOMS SURCHARGE ADDITIONAL. 225.93 EURO OVERTIME FEE WHEN APPLICABLE. 101.35 EUR NO UPLIFT FEE. 27.68 EUR/UPLIFT OVERWING FEE AS APPLICABLE. 50.68 EUR IATA LEVEL III FEE MAY APPLY. 0.015 EUR DEFUELLING FEE (VOLUME RATE) MINIMUM CHARGE OF 480 EUR. ANY ADDITIONAL COST FOR NON-ROUTINE DEFUELING MUST BE AGREED AT THE TIME OF THE REQUEST TO COVER THE ADDITIONAL LOGISTIC.,
LPPI,BP PORTUGAL SA (PNR) (FUEL ONLY),1,9.10269,HOOK UP FEE 36.07 EUR/UPLIFT.25.09 EUR OVERWING FEE AS APPLICABLE. 90.31 NO UPLIFT FEE.,
LPPM,FUEL CONTACT (FUEL ONLY),1,11.00664,,
LPPR,AIR BP PORTUGAL PNR (FUEL ONLY),1,6.73343,GENERAL AVIATION AND MILITARY FUELINGS. MINERAL OIL TAX 396.23 EUR/CM. 38.08 EUR/UPLIFT HOOKUP FEE-GA. 17.95 EUR/UPLIFT CUSTOMS SURCHARGE ADDITIONAL.90.31 EUR NO UPLIFT FEE. 25.09 EUR/UPLIFT OVERWING FEE AS APPLICABLE. 200.68 EUR/UPLIFT OVERTIME FEE  IS APPLICABLE OUTSIDE THE HOURS OF 08:00 TO 00:00.,
LPPS,REPSOL (FUEL ONLY),1,7.07038,23 EURO HOOKUP FEE. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION. ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. Opening hours 09H00 - 19H00 Overtime 110 EUR/uplift.,
LPPT,AIR BP PORTUGAL PNR (FUEL ONLY),1,7.06296,GENERAL AVIATION AND MILITARY FUELINGS. 40.09 EURO HOOKUP FEE. 27.00 EURO/UPLIFT OVERWING CHARGE AS APPLICABLE. 103.32  EUR NO UPLIFT FEE. CUSTOMS SURCHARGE 17.95 EUR/UPLIFT. COMMERCIAL A/C CAN BE EXEMPT VAT WITH PROPER DOCUMENTATION.  460.55 EUR/M3 ISP TAX APPLIES TO ALL PRIVATE/LEISURE FLIGHTS AS WELL AS INCOMPLETE TRAFFIC FORMS FILLED OUT AT TIME OF FUELING. 51.66 EUR IATA LEVEL III FEE AND 0.015 EUR/LTR DEFUELLING FEE WHEN APPLICABLE. OPERATING HOURS: 24 HRS,
LQBK,BANJA LUKA AIRPORT,1,3.40753,PRICING INCLUSIVE OF ALL TAXES AND FEES KNOWN TO APPLY FOR INTERNATIONAL FLIGHT. DOMESTIC FLIGHTS INCUR LOCAL TAXES AND HIGHER PRICING.,
LQSA,HIFA-OIL (FUEL ONLY),1,3.54531,INTERNAL FLIGHTS INCUR ADD'L TAXES. $100 LOW UPLIFT FEE FOR < 1000 LITERS. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRBC,OMV PETROM AVIATION CO (FUEL ONLY),1,8.14141,50 USD FEE FOR UPLIFTS < 1000 LTRS OR FOR NO FUEL agreement date ?01JULY2024  31DEC2024?,
LRBM,SC EUROSPEED SRL (FUEL ONLY),1,8.16965,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION.. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRBS,EUROSPEED (FUEL ONLY),1,8.16965,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION.. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRBV,EUROSPEED (FUEL ONLY),1,8.16965,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRCK,AIR BP VIA RFS PNR (FUEL ONLY),1,8.52645,GENERAL AVIATION AND MILITARY FUELINGS. EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION.SMALL UPLIFT CHARGE OF $30 FOR < 1000 LTRS. $80 OUT OF HOURS FEE PER UPLIFT AS APPLICABLE. 500 USD/UPLIFT DEFUELLING FEE WHEN APPLICABLE.,
LRCL,OMV/PETROM AVIATION (FUEL ONLY),1,8.22143,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION.EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. 50 USD FEE FOR UPLIFTS < 1000 LTRS OR FOR NO FUEL DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. agreement date ?01JULY2024  31DEC2024?,
LRCV,EUROGENETIC (FUEL ONLY),1,8.80151,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. 95 EUR CUSTOMS FEE PER UPLIFT. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG. No VAT will be applied either domestically or intl' flights. Excise fee will be applied only for NON-AOC holders. 5% Disbursement will be applied for Excise and Customs Fee.,
LRIA,SC EUROSPEED SRL (FUEL ONLY),1,8.41757,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. 50 USD FEE FOR UPLIFTS < 1000 LTRS OR FOR NO FUEL agreement date ?01JULY2024  31DEC2024?,
LROD,OMV PETROM SA,1,8.38278,50 USD FEE FOR UPLIFTS < 1000 LTRS OR FOR NO FUEL agreement date ?01JULY2024  31DEC2024?,
LROP,AIR BP VIA RFS PNR (FUEL ONLY),1,8.02972,GENERAL AVIATION AND MILITARY FUELINGS. HOOK UP FEE 10 USD PER UPLIFT. OUT OF HOURS FEE 80 USD PER UPLIFT. DEFUELLING FEE 500 USD PER UPLIFT. SMALL UPLIFT FEE BELOW 1000 LTS FEE IS 30 USD PER UPLIFT. PRICE SUBJECT TO CHANGE AT ANY TIME WITHOUT PRIOR NOTICE. EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. OUT OF HOURS FEE APPLICABLE TO UPLIFTS BETWEEN 22:00-06:00 HRS. DEFUELING SERVICE IS AVAILABLE FOR MAINTENANCE/REPAIRS PURPOSES ONLY AND SUBJECT TO CONFIRMATION. QUANTITY TO BE REDELIVERED TO THE SAME AIRCRAFT.,
LROP,PETROM VIA AVIATION PETROLEUM (FUEL ONLY),1,8.36368,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION.EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. 50 USD FEE FOR UPLIFTS < 1000 LTRS OR FOR NO FUEL agreement date ?01JULY2024  31DEC2024?,
LRSB,EUROSPEED (FUEL ONLY),1,8.16965,EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
LRSM,SC EUROSPEED SRL (FUEL ONLY),1,8.16965,EXEMPTIONS FOR VAT MAY BE PROVIDED WITH PROPER DOCUMENTATION. EXCISE DUTY IS EXEMPT WITH VALID AOC BUT IS CHARGED TO MILITARY. CUSTOMS FEE OF 55EURO APPLIES TO ALL FLIGHTS ARRIVING FROM OR DEPARTING OUTSIDE THE EU. DUE TO PREVAILING TEMPERATURE CONDITIONS AT THE AIRPORT INVOICED VOLUME IS SUBJECT TO EXPANSION OR CONTRACTION ADJUSTMENTS AND MAY DIFFER FROM THE FUEL DELIVERY TICKET / BILL OF LADING VOLUME.  ACCEPTANCE OF THIS QUOTATION WARRANTS THAT CUSTOMER AGREES TO ACCEPT THE ADJUSTED VOLUME INVOICED BY AEG.,
