"Country/State","City","ICAO","Supplier","Gal From","Gal To","Exp Date","Estimated Price","Estimated Taxes","Estimated Total Price","Pre- Arr Req","Notes"
"Florida","TAMPA","KTPA","SHELTAIR AVIATION SERVICES","2001","2500","03-Mar-26","5.38914","0.24401","5.63315",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None required 2) Ramps serviced:NORTH SIDE & PEMCO SOUTH 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Florida","TAMPA","KTPA","SHELTAIR AVIATION SERVICES","2501","999999999","03-Mar-26","5.18914","0.24401","5.43315",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None required 2) Ramps serviced:NORTH SIDE & PEMCO SOUTH 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Florida","TAMPA","KTPA","SIGNATURE FLIGHT SUPPORT","1","300","10-Mar-26","6.03","0.24401","6.27401",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: 1-2 hours 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: Prist & Avgas are available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","TAMPA","KTPA","SIGNATURE FLIGHT SUPPORT","301","1200","10-Mar-26","5.68","0.24401","5.92401",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: 1-2 hours 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: Prist & Avgas are available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","TAMPA","KTPA","SIGNATURE FLIGHT SUPPORT","1201","999999999","10-Mar-26","5.28","0.24401","5.52401",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: 1-2 hours 2) Ramps serviced:OWN RAMP ONLY 3) Additional Information: Prist & Avgas are available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","TAMPA","KVDF","SKYPORT HOLDINGS TAMPA LLC","1","500","09-Mar-26","5.21918","0.24401","5.46319",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: HOURS 07-2200 LT SAT AND SUN 0700-1700 LT///CALL OUT FEE AVAILABLE AFTER HRS PRIST AVAILABLE. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","TAMPA","KVDF","SKYPORT HOLDINGS TAMPA LLC","501","1000","09-Mar-26","5.11918","0.24401","5.36319",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: HOURS 07-2200 LT SAT AND SUN 0700-1700 LT///CALL OUT FEE AVAILABLE AFTER HRS PRIST AVAILABLE. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","TAMPA","KVDF","SKYPORT HOLDINGS TAMPA LLC","1001","999999999","09-Mar-26","5.01918","0.24401","5.26319",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: OWN 3) Additional Information: HOURS 07-2200 LT SAT AND SUN 0700-1700 LT///CALL OUT FEE AVAILABLE AFTER HRS PRIST AVAILABLE. For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","VENICE","KVNC","SKYPORT HOLDINGS VENICE","1","500","09-Mar-26","5.27139","0.24401","5.5154",," **Price for fuel item: JET FUEL**/N/A"
"Florida","VENICE","KVNC","SKYPORT HOLDINGS VENICE","501","1000","09-Mar-26","5.17139","0.24401","5.4154",," **Price for fuel item: JET FUEL**/N/A"
"Florida","VENICE","KVNC","SKYPORT HOLDINGS VENICE","1001","999999999","09-Mar-26","5.07139","0.24401","5.3154",," **Price for fuel item: JET FUEL**/N/A"
"Florida","JACKSONVILLE","KVQQ","MILLION AIR JACKSONVILLE","1","499","09-Mar-26","5.05209","0.24401","5.2961",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:Everywhere on the airfield 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","JACKSONVILLE","KVQQ","MILLION AIR JACKSONVILLE","500","999","09-Mar-26","4.95209","0.24401","5.1961",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:Everywhere on the airfield 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","JACKSONVILLE","KVQQ","MILLION AIR JACKSONVILLE","1000","999999999","09-Mar-26","4.85209","0.24401","5.0961",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:Everywhere on the airfield 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","VERO BEACH","KVRB","SUN AVIATION INC","1","999999999","09-Mar-26","4.49943","0.24401","4.74344",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:Own and North Ramp 3) Additional Information: Prist & Avgas available For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Florida","VERO BEACH","KVRB","CORPORATE AIR","1","999999999","09-Mar-26","4.61857","0","4.61857",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: NONE 2) Ramps serviced:Everywhere except 'Sun Aviation's' ramp 3) Additional Information: Prist is available For more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ALBANY","KABY","ALBANY JET CENTER","1","249","09-Mar-26","4.92829","0.2748068","5.2031",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","ALBANY","KABY","ALBANY JET CENTER","250","499","09-Mar-26","4.87829","0.2743068","5.1526",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","ALBANY","KABY","ALBANY JET CENTER","500","749","09-Mar-26","4.82829","0.2738068","5.1021",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","ALBANY","KABY","ALBANY JET CENTER","750","999","09-Mar-26","4.67829","0.2723068","4.9506",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","ALBANY","KABY","ALBANY JET CENTER","1000","1999","09-Mar-26","4.42829","0.2698068","4.6981",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","ALBANY","KABY","ALBANY JET CENTER","2000","999999999","09-Mar-26","3.92829","0.2648068","4.1931",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","AMERICUS","KACJ","SOUTHER FIELD AVIATION","1","300","03-Mar-26","4.52007","0.2782986","4.79837",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:ALL RAMPS 3) Additional Information: 0800L - 1800L 7 DAYS A WEEK FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","AMERICUS","KACJ","SOUTHER FIELD AVIATION","301","400","03-Mar-26","4.42007","0.2772986","4.69737",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:ALL RAMPS 3) Additional Information: 0800L - 1800L 7 DAYS A WEEK FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","AMERICUS","KACJ","SOUTHER FIELD AVIATION","401","500","03-Mar-26","4.32007","0.2762986","4.59637",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:ALL RAMPS 3) Additional Information: 0800L - 1800L 7 DAYS A WEEK FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","AMERICUS","KACJ","SOUTHER FIELD AVIATION","501","999999999","03-Mar-26","4.22007","0.2752986","4.49537",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:None 2) Ramps serviced:ALL RAMPS 3) Additional Information: 0800L - 1800L 7 DAYS A WEEK FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","AUGUSTA","KAGS","AUGUSTA REGIONAL AIRPORT","1","250","09-Mar-26","5.47442","0.2802692","5.75469",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced:EVERYWHERE 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com .."
"Georgia","AUGUSTA","KAGS","AUGUSTA REGIONAL AIRPORT","251","500","09-Mar-26","5.22442","0.2777692","5.50219",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced:EVERYWHERE 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com .."
"Georgia","AUGUSTA","KAGS","AUGUSTA REGIONAL AIRPORT","501","750","09-Mar-26","5.12442","0.2767692","5.40119",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced:EVERYWHERE 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com .."
"Georgia","AUGUSTA","KAGS","AUGUSTA REGIONAL AIRPORT","751","1000","09-Mar-26","5.02442","0.2757692","5.30019",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced:EVERYWHERE 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com .."
"Georgia","AUGUSTA","KAGS","AUGUSTA REGIONAL AIRPORT","1001","999999999","09-Mar-26","4.92442","0.2747692","5.19919",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:N/A 2) Ramps serviced:EVERYWHERE 3) Additional Information: PRIST: Premixed FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com .."
"Georgia","ATHENS","KAHN","CLARKE COUNTY AIRPORT","1","500","09-Mar-26","5.44056","0.2799285","5.72049",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None, Open MON-FRI 0600-2100 lcl, SAT & SUN 0700--2100lcl 2) Ramps serviced:Own Ramp 3) Additional Information: Call FBO for fees - Located at the West Side of the Tower for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","ATHENS","KAHN","CLARKE COUNTY AIRPORT","501","999","09-Mar-26","5.39106","0.2794335","5.67049",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None, Open MON-FRI 0600-2100 lcl, SAT & SUN 0700--2100lcl 2) Ramps serviced:Own Ramp 3) Additional Information: Call FBO for fees - Located at the West Side of the Tower for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","ATHENS","KAHN","CLARKE COUNTY AIRPORT","1000","999999999","09-Mar-26","5.34156","0.2789385","5.6205",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None, Open MON-FRI 0600-2100 lcl, SAT & SUN 0700--2100lcl 2) Ramps serviced:Own Ramp 3) Additional Information: Call FBO for fees - Located at the West Side of the Tower for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","CORNELIA","KAJR","HABERSHAM COUNTY GOVERNMENT","1","299","09-Mar-26","4.88147","0.23079","5.11226",," **Price for fuel item: JET FUEL**/N/A"
"Georgia","CORNELIA","KAJR","HABERSHAM COUNTY GOVERNMENT","300","499","09-Mar-26","4.83147","0.23079","5.06226",," **Price for fuel item: JET FUEL**/N/A"
"Georgia","CORNELIA","KAJR","HABERSHAM COUNTY GOVERNMENT","500","999999999","09-Mar-26","4.78147","0.23079","5.01226",," **Price for fuel item: JET FUEL**/N/A"
"Georgia","ATLANTA INTL AIRPORT","KATL","SIGNATURE FLIGHT SUPPORT","1","300","10-Mar-26","9.57635","0.22329","9.79964",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:ONLY ABLE TO ASSIST AT THEIR OWN RAMP 3) Additional Information: PRIST AND AVGAS AVAILABLE. ARINC: 131.500 FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Georgia","ATLANTA INTL AIRPORT","KATL","SIGNATURE FLIGHT SUPPORT","301","1200","10-Mar-26","9.43755","0.22329","9.66084",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:ONLY ABLE TO ASSIST AT THEIR OWN RAMP 3) Additional Information: PRIST AND AVGAS AVAILABLE. ARINC: 131.500 FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Georgia","ATLANTA INTL AIRPORT","KATL","SIGNATURE FLIGHT SUPPORT","1201","5000","10-Mar-26","9.22915","0.22329","9.45244",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:ONLY ABLE TO ASSIST AT THEIR OWN RAMP 3) Additional Information: PRIST AND AVGAS AVAILABLE. ARINC: 131.500 FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Georgia","ATLANTA INTL AIRPORT","KATL","SIGNATURE FLIGHT SUPPORT","5001","10000","10-Mar-26","9.02085","0.22329","9.24414",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:ONLY ABLE TO ASSIST AT THEIR OWN RAMP 3) Additional Information: PRIST AND AVGAS AVAILABLE. ARINC: 131.500 FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Georgia","ATLANTA INTL AIRPORT","KATL","SIGNATURE FLIGHT SUPPORT","10001","999999999","10-Mar-26","8.88195","0.22329","9.10524",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:NONE 2) Ramps serviced:ONLY ABLE TO ASSIST AT THEIR OWN RAMP 3) Additional Information: PRIST AND AVGAS AVAILABLE. ARINC: 131.500 FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com ."
"Georgia","BRUNSWICK","KBQK","GLYNCO-MANNING AVIATION,INC","1","300","03-Mar-26","5.93246","0.2924275","6.22489",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:24 HOURS 2) Ramps serviced:ALL 3) Additional Information: PRIST AND AVGAS AVAILABLE. AFTER HOURS SERVICE AVAILABLE, CALL FBO FOR CURRENT RATES. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","BRUNSWICK","KBQK","GLYNCO-MANNING AVIATION,INC","301","500","03-Mar-26","5.83246","0.2914275","6.12389",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:24 HOURS 2) Ramps serviced:ALL 3) Additional Information: PRIST AND AVGAS AVAILABLE. AFTER HOURS SERVICE AVAILABLE, CALL FBO FOR CURRENT RATES. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","BRUNSWICK","KBQK","GLYNCO-MANNING AVIATION,INC","501","800","03-Mar-26","5.73246","0.2904275","6.02289",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:24 HOURS 2) Ramps serviced:ALL 3) Additional Information: PRIST AND AVGAS AVAILABLE. AFTER HOURS SERVICE AVAILABLE, CALL FBO FOR CURRENT RATES. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","BRUNSWICK","KBQK","GLYNCO-MANNING AVIATION,INC","801","1000","03-Mar-26","5.68246","0.2899275","5.97239",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:24 HOURS 2) Ramps serviced:ALL 3) Additional Information: PRIST AND AVGAS AVAILABLE. AFTER HOURS SERVICE AVAILABLE, CALL FBO FOR CURRENT RATES. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","BRUNSWICK","KBQK","GLYNCO-MANNING AVIATION,INC","1001","999999999","03-Mar-26","5.63246","0.2894275","5.92189",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required:24 HOURS 2) Ramps serviced:ALL 3) Additional Information: PRIST AND AVGAS AVAILABLE. AFTER HOURS SERVICE AVAILABLE, CALL FBO FOR CURRENT RATES. FOR MORE INFORMATION PLEASE CONTACT YOUR LOCAL FUEL LOGISTICS TEAM AT fuel24@wfscorp.com"
"Georgia","GREENSBORO","KCPP","SPIRIT AVIATION MANAGEMENT SERVICES, INC.","1","999999999","09-Mar-26","5.4112","0.2796349","5.69083",," **Price for fuel item: JETA-ADDITIVE**/N/A"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","1","149","09-Mar-26","5.50942","0.2806171","5.79004",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","150","349","09-Mar-26","5.44942","0.2800171","5.72944",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","350","499","09-Mar-26","5.38942","0.2794171","5.66884",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","500","749","09-Mar-26","5.30942","0.2786171","5.58804",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","750","999","09-Mar-26","5.23942","0.2779171","5.51734",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","1000","1499","09-Mar-26","5.18942","0.2774171","5.46684",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","COLUMBUS","KCSG","FLIGHTWAYS COLUMBUS","1500","999999999","09-Mar-26","5.16942","0.2772171","5.44664",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: 2) Ramps serviced: YES 11) Additional Information: Prist is Premixed / Operating hours 0700-1900 / Call-Out Fee applies to services provided outside of regular operating hours For more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","1","100","03-Mar-26","4.19457","0.2674686","4.46204",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","101","300","03-Mar-26","3.94457","0.2649686","4.20954",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","301","500","03-Mar-26","3.74457","0.2629686","4.00754",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","501","1000","03-Mar-26","3.59457","0.2614686","3.85604",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","1001","2000","03-Mar-26","3.49457","0.2604686","3.75504",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","2001","3000","03-Mar-26","3.44457","0.2599686","3.70454",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","3001","5000","03-Mar-26","3.39457","0.2594686","3.65404",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","EASTMAN","KEZM","HEART OF GEORGIA AIRPORT AUTHORITY","5001","999999999","03-Mar-26","3.19457","0.2574686","3.45204",," **Price for fuel item: JET FUEL**/1) Operating Hours: Mon-Sat 0800-1700L, Sun 1300-1700L 2) Minimum Notice Required: None. 3) Ramps serviced: All 4) Additional Information: Fuel is pre-mixed. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","PEACHTREE CITY","KFFC","ATLANTA REGIONAL AIRPORT FALCON FIELD","1","999999999","10-Feb-26","5.6767","0","5.6767",," **Price for fuel item: JET FUEL**/1) Operating Hours: 0700-2000 7 days a week 2) Minimum Notice Required: None 3) Ramps serviced: EVERYWHERE 4) Additional Information: Prist available for additional fee for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","SIGNATURE FLIGHT SUPPORT","1","300","10-Mar-26","5.62665","0.3402888","5.96694",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Call out available on request. Call FBO for pricing. 2) Ramps serviced: FBO Ramp/Own Ramp 3) Additional Information: 100LL/Prist Available.ARINC: 130.57 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","SIGNATURE FLIGHT SUPPORT","301","1200","10-Mar-26","5.37665","0.3352888","5.71194",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Call out available on request. Call FBO for pricing. 2) Ramps serviced: FBO Ramp/Own Ramp 3) Additional Information: 100LL/Prist Available.ARINC: 130.57 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","SIGNATURE FLIGHT SUPPORT","1201","999999999","10-Mar-26","5.17665","0.3312888","5.50794",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: Call out available on request. Call FBO for pricing. 2) Ramps serviced: FBO Ramp/Own Ramp 3) Additional Information: 100LL/Prist Available.ARINC: 130.57 for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","HILL AIRCRAFT","1","150","09-Mar-26","5.49699","0.3376956","5.83469",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO RAMP 3) Additional Information: Prist and avgas is available, after hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","HILL AIRCRAFT","151","350","09-Mar-26","5.49699","0.3376956","5.83469",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO RAMP 3) Additional Information: Prist and avgas is available, after hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","HILL AIRCRAFT","351","750","09-Mar-26","5.44699","0.3366956","5.78369",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO RAMP 3) Additional Information: Prist and avgas is available, after hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","HILL AIRCRAFT","751","1000","09-Mar-26","5.26699","0.3330956","5.60009",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO RAMP 3) Additional Information: Prist and avgas is available, after hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","ATLANTA","KFTY","HILL AIRCRAFT","1001","999999999","09-Mar-26","5.26699","0.3330956","5.60009",," **Price for fuel item: JET FUEL**/1) Minimum Notice Required: None 2) Ramps serviced: FBO RAMP 3) Additional Information: Prist and avgas is available, after hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com ."
"Georgia","THOMSON","KHQU","SPIRIT AVIATION MANAGEMENT SERVICES, INC.","1","999999999","09-Mar-26","5.51817","0.2807046","5.79887",," **Price for fuel item: JETA-ADDITIVE**/1) Minimum Notice Required: None 2) Ramps serviced: ALL Ramps Serviced 3) Additional Information: Prist is available. Crew Car /Lav - GPU - UNICOM 122.8. After hours service is available, call FBO for pricing. for more information please contact your local fuel logistics team on fuel24@wfscorp.com"
"Georgia","LAWRENCEVILLE","KLZU","SHELTAIR LZU JET CENTER","1","500","09-Mar-26","4.46886","0.22329","4.69215",," **Price for fuel item: JET FUEL**/N/A"
"Georgia","LAWRENCEVILLE","KLZU","SHELTAIR LZU JET CENTER","501","1000","09-Mar-26","4.36886","0.22329","4.59215",," **Price for fuel item: JET FUEL**/N/A"
"Georgia","LAWRENCEVILLE","KLZU","SHELTAIR LZU JET CENTER","1001","2000","09-Mar-26","4.31886","0.22329","4.54215",," **Price for fuel item: JET FUEL**/N/A"
"Georgia","LAWRENCEVILLE","KLZU","SHELTAIR LZU JET CENTER","2001","999999999","09-Mar-26","4.21886","0.22329","4.44215",," **Price for fuel item: JET FUEL**/N/A"
